"to review","working notes","partID","partLabel","partType","partDesc","partInstr","domainID","specimenSet","compartSet","groupID","classID","nomenclatureID","ontologyRef","latExp","catSetID","unitSetID","aggScaleID","aggSetID","qualitySetID","status","firstReleased","lastUpdaed","changes","methodSteps","methodStepsRequired","methodStepsOrder","methodSets","methodSetsRequired","methodSetsOrder","measures","measuresRequired","measuresOrder","measureSets","measureSetsRequired","measureSetsOrder","datasets","datasetsRequired","datasetsOrder","sites","sitesRequired","sitesOrder","samples","samplesRequired","samplesOrder","addresses","addressesRequired","addressesOrder","contacts","contactsRequired","contactsOrder","organizations","organizationsRequired","organizationsOrder","instruments","instrumentsRequired","instrumentsOrder","polygons","polygonsRequired","polygonsOrder","languageLUs","translationLUs","partLUs","setLUs","refLink","dataType","minValue","maxValue","minLength","maxLength","label_fr","partDescription_fr","partInstruction_fr","NWSS","NWSS_process","NWSS_notes","ENA","ENA_notes","NORMAN","NORMAN_note","W_SPHERE","W_SPHERE_Notes","version1Table...83","version1Location","version1Table...85","version1Variable","version1Category","version1to2Changes"
NA,"Depreciate. Notes about other simiar assays can go into notes","aliasID","Alias ID","attribute","Alias id","ID of an assay that is the same or similar. a comma separated list.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","depreciated","1.0","2.0","depreciated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","10","Alias ID","Identifiants d'autres méthodes d'analyse présentes dans la table qui sont similaires é la méthode courante. Insérer sous forme de liste séparée par des virgules.","NA","not included","NA","NA","not included","NA",NA,NA,"not included",NA,"AssayMethod","variables",NA,"aliasID","NA","depricate"
NA,NA,"allDo","All domains","domain","Domain that specifies that it could apply to al domains; biological, chemical, and physical.","NA","allDo","anySpecimen","anyCompartment","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","varchar","NA","NA","0","15","Toutes les domains","Domaine qui précise qu'il peut s'appliquer à tous les domaines : biologique, chimique et physique.","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"allele","Alleles class","class","Specifies a collection of measures/methods related to alleles.","NA","Bio","saSpecimen","anyCompartment","naGroup","allele","naNomenclature",NA,"NA","NA","naUnitSet","see unit","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","varchar","NA","NA","0","30","Classe d'allèles","Spécifie une collection de mesures/méthodes relatives aux allèles.","NA","not included",NA,NA,NA,NA,NA,NA,"not included",NA,NA,NA,NA,NA,NA,NA
NA,"depreciate. See sharing schema.","allOrgs","Access to all org","attribute","If this is 'no', this data will not be available to any partner organization. If missing, data will be available to the all organizations.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","depreciated","1.0","2.0","depreciated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","boolean","NA","NA","0","1","Accès à Tout","Si ""Non"", la donnée ne sera pas accessible par toute organisation partenaire. Si ""Oui"" ou laissé vide, la donnée leur sera accessible.","NA","not included","NA","NA","not included",NA,NA,NA,"Public Access Level","metadata","WWMeasure; SiteMeasure","variables",NA,"accessToAllOrg","NA","unclear; depricate out into sharing schema?"
NA,"categories from NWSS","aloh3","Aloh3 precipitation","category","Aloh3 precipitation","NA","Che","naSpecimenSet","waterCompartment","procGrp","naClass","naNomenclature",NA,"NA","methodConcCat","naUnitSet","NA","naAggrSet","genQualitySet","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Précipitation d'Aloh3","Précipitation d'Aloh3","NA","concentration_method","precessing method",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Depreciate","amDef","Assay method id default","attribute","Used as default when a new measurement is created for this lab. See ID in AssayMethod table.","Deprecated as of version 2, please avoid use. Specify in type, or contact the PHES-ODM research team to add your specific item via a github issue (https://github.com/Big-Life-Lab/PHES-ODM/issues), or at phesd_odm@ohri.ca","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","depreciated","1.0","2.0","depreciated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","ID méthode d'analyse par défaut","Identifiant de la méthode d'analyse utilisée par défaut quand une nouvelle mesure est créé par ce laboratoire. Se référer é la colonne ""assayMethodID"" dans la table ""AssayMethod""","NA","not included",NA,NA,"not included",NA,NA,NA,"not included",NA,"Lab","variables",NA,"assayMethodIDDefault","NA","depricate"
NA,"categories from NWSS","amiconUf","Amicon ultrafiltration","category","Amicon ultrafiltration","NA","Che","naSpecimenSet","waterCompartment","procGrp","naClass","naNomenclature",NA,"NA","methodConcCat","naUnitSet","NA","naAggrSet","genQualitySet","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Ultrafiltration Amicon","Ultrafiltration Amicon","NA","concentration_method","precessing method",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"amiMP96","Amicon filter, extract with MP96","category","Nucleaic acid extraction, usually used for the liquid fraction of a wastewater sample, using amicon filtration and using an MP96 for final extraction.","NA","Bio","naSpecimenSet","waterCompartment","procGrp","naClass","naNomenclature",NA,"NA","extractCatSet","naUnitSet","NA","naAggrSet","genQualitySet","active","2.0","2.0","added in V2.0","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","10","Filtre Amicon, extrait avec MP96","Extraction de l'acide nucléique, généralement utilisée pour la fraction liquide d'un échantillon d'eau usée, en utilisant la filtration amicon et en utilisant un MP96 pour l'extraction finale.","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"anyCompartment","Any compartment set","compSetPT","A compartment set for measures and methods in any compartment.","NA","allDo","anySpecimen","anyCompartment","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","varchar","NA","NA","0","15","Tout ensembles de compartiments","Un ensemble de compartiments pour les mesures et les méthodes dans n'importe quel compartiment.","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"anySpecimen","Any specimen set","specSetPT","A specimen set that inculdes any specimen.","NA","naDomain","anySpecimen","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","categorical","NA","NA","0","30","Tout ensembles de spécimens","Un ensemble de spécimens qui comprend n'importe quel spécimen.","NA","not included",NA,NA,NA,NA,NA,NA,"not included",NA,NA,NA,NA,NA,NA,NA
NA,NA,"areaPr","Area proportional sample","category","An area proportional sample.","Used for surface testing.","naDomain","naSpecimenSet","surfaceCompartment","colGrp","naClass","naNomenclature",NA,"NA","collectCat","naUnitSet","NA","naAggrSet","sampleQualitySet","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Echantillon proportionnel à la surface","Un échantillon proportionnel au domaine.","Utilisé pour les tests de surface.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"articV3","Use of the articV3 primer","category","Initial implementation of an ARTIC bioinformatics platform for nanopore sequencing of nCoV2019 novel coronavirus; Artic Foundation v3 primer.","NA","Bio","saSpecimen","anyCompartment","procGrp","naClass","naNomenclature",NA,"NA","primerCat","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Utilisation de l'amorce articV3","Mise en œuvre initiale d'une plateforme bioinformatique ARTIC pour le séquençage nanopore du nouveau coronavirus nCoV2019 ; amorce Artic Foundation v3.","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"articV4","Use of the articV4 primer","category","Artic V4 sequencing primer for VOCs and VOIs.","NA","Bio","saSpecimen","anyCompartment","procGrp","naClass","naNomenclature",NA,"NA","primerCat","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Utilisation de l'amorce articV4","Amorce de séquençage Artic V4 pour les COV et les VOI.","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Depreciate - not required in version 2 - methodID is used","asId","Assay ID","attribute","Links with the AssayMethod used to perform the analysis. Use instrument.ID for measures that are not viral measures.","Deprecated as of version 2, please avoid use. Refer to methodID instead.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","depreciated","1.0","2.0","depreciated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","ID de la procédure d'analyse","Crée un lien avec la table ""AssayMethod"" pour décrire la méthode employée pour effectuer la mesure. Utiliser l'identifiant de l'instrument pour des mesures non virales.","NA","not included",NA,NA,"not included",NA,NA,NA,"not included",NA,"WWMeasure","variables",NA,"assayID","NA","deprecated into 'measureID'"
NA,"partType cateogory","attribute","Attribute Part Type","dictionary","An attribute of a domain, specimen, compartment, or reportTable.","Attributes are one of the three main components or ways to report environment surviellence data. The other two components are measures and methods.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","partTypeCat","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","varchar","NA","NA","NA","NA","Attributs de la composante","Un attribut d'un domaine, d'un spécimen, d'un compartiment ou d'une table de rapport.","Les attributs sont l'une des trois principales composantes ou manières de rapporter les données de survie de l'environnement. Les deux autres composantes sont les mesures et les méthodes.","not included",NA,NA,NA,NA,NA,NA,"not included",NA,"NA","NA",NA,"NA","NA","NA"
NA,NA,"b","Trace levels of contamination","quality","Analytical result may be subject to “trace” levels of contamination; the target analyte was also detected in negative controls on the same run as the sample.","NA","Bio","saSpecimen","anyCompartment","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","pcrQualitySet","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","NA","NA","Niveaux de contamination à l'état de traces","Le résultat analytique peut être sujet à des ""traces"" de contamination ; l'analyte cible a également été détecté dans les contrôles négatifs lors du même passage que l'échantillon.","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"bacterialUnits","Bacteria unit set","unitSet","Unit set for bacteria-related measurements.","NA","naDomain","naSpecimenSet","anyCompartment","naGroup","naClass","naNomenclature",NA,"NA","NA","bacteriaUnits","quantitative","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","categorical","NA","NA","NA","NA","Ensemble d'unités de bactéries","Ensemble d'unités pour les mesures liées aux bactéries.","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"not in version 1","not in version 1",NA,"not in version 1","NA","NA"
NA,NA,"bactMisc","Miscellaneous bacteria group","group","A group of measures/methods related to miscellaneous bacteria.","The miscallenous bacteria are often have only one measure or method. When a bacteria has many measures, they will be given their own groupID in updated dictionary versions.","Bio","naSpecimenSet","anyCompartment","bactMisc","naClass","naNomenclature",NA,"NA","NA","naUnitSet","see unit","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","varchar","NA","NA","0","30","Groupe des bactéries diverses","Un groupe de mesures/méthodes relatives à diverses bactéries.","Les bactéries diverses sont souvent mesurées à des fins de normalisation ou de standardisation et n'ont qu'une seule mesure ou méthode. Lorsqu'une bactérie possède de nombreuses mesures, elle se verra attribuer son propre groupID dans les versions actualisées du dictionnaire.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"bbMP96","Bead beating, extract with MP96","category","Nucleaic acid extraction, usually used for solid fraction of a wastewater sample, using bead beating and using an MP96 for final extraction.","NA","Bio","naSpecimenSet","waterCompartment","procGrp","naClass","naNomenclature",NA,"NA","extractCatSet","naUnitSet","NA","naAggrSet","genQualitySet","active","2.0","2.0","added in V2.0","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","10","Battement de billes, extrait avec MP96","Extraction d'acide nucléique, généralement utilisée pour la fraction solide d'un échantillon d'eaux usées, en utilisant le battage de billes et en utilisant un MP96 pour l'extraction finale.","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"bcov","bcov","measure","Measure of the amount of bovine coronavirus.","NA","Bio","saSpecimen","anyCompartment","virusMisc","naClass","naNomenclature",NA,"NA","NA","geneticUnits","see unit","naAggrSet","genQualitySet","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","see unit","see unit","see unit","0","30","bcov","Mesure de la quantité de coronavirus bovin.","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"bcovCul","bcov culture Spike Target","category","Cultured bovine coronavirus is used as the recovery efficiency control target.","NA","Bio","saSpecimen","anyCompartment","procGrp","naClass","naNomenclature",NA,"NA","spikeTargetCatSet","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Cible de culture de coronavirus bovin","Le coronavirus bovin cultivé est utilisé comme cible de contrôle de l'efficacité de la récupération.","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"bcovVac","bcov vaccine Spike Target","category","The bovine coronavirus vaccine is used as the recovery efficiency control target.","NA","Bio","saSpecimen","anyCompartment","procGrp","naClass","naNomenclature",NA,"NA","spikeTargetCatSet","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Cible du vaccin bcov","Le vaccin contre le coronavirus bovin est utilisé comme cible de contrôle de l'efficacité de la récupération.","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"categories from NWSS","beeExtractFloc","Beef extract flocculation","category","Beef extract flocculation.","NA","Che","naSpecimenSet","waterCompartment","procGrp","naClass","naNomenclature",NA,"NA","methodConcCat","naUnitSet","NA","naAggrSet","genQualitySet","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Floculation d'extrait de bœuf","Floculation d'extrait de bœuf","NA","concentration_method","precessing method",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
