Version,2.0.0,,,,,,,
lang,partID,partLabel,partDesc,partInstr,firstReleased,lastUpdated,changes,notes
eng,del212,del212/212,212 or 212 deletion omicron-variant gene target.,NA,2.0.0,2.0.0,added in V2.0.0,
eng,del3674,del3674/3676,3674 or 3676 deletion omicron-variant gene target.,NA,2.0.0,2.0.0,added in V2.0.0,
eng,del6970,del69/70,69 or 70 deletion omicron-variant gene target.,NA,2.0.0,2.0.0,added in V2.0.0,
eng,delta,Delta,B.1.617.2,NA,2.0.0,2.0.0,added in V2.0.0,
eng,depreciated,Depreciated,Indicator to say that a part is no longer in current use in the model. See partID = status,NA,2.0.0,2.0.0,added in V2.0.0,
eng,derived,Derived sample,Specifies a sample that is derrived or made from another sample or material.,NA,2.0.0,2.0.0,added in V2.0; GitHub issue #94,
eng,descr,Description,A detailed description as an attirbute for describing results or program elements.,A description of the part that serves a clear presentation of the part to a wide audience including techinical and not techincal staff. A description should allow any person who generates environment surveillance data to know how to identify how to record their data elements in the ODM. partReference can be used to further describe a part.,2.0.0,2.0.0,added in V2.0.0,
eng,descrChange,Description of change,A description of change in a part from the previous version.,NA,2.0.0,2.0.0,added in V2.0.0,
eng,desk,Desk or counter,"Desk, table, countertop or other flat working surface.",NA,2.0.0,2.0.0,added in V2.0.0,
eng,deso,Dewatered solids,Dewatered solids.,NA,1.0.0,2.0.0,NA,
eng,det,Detected,Substance detected or not detected.,"TRUE = detected, FALSE = not detected",1.1.0,2.0.0,description wording.,
eng,detailsDep,Access to details deprecated,More details on the existing confidentiality requirements of this measurement.,NA,1.0.0,2.0.0,"depreciated, sharing moved to sharing schema",
eng,development,Development,Indicator that a part is under development use. See partID = status,NA,2.0.0,2.0.0,added in V2.0.0,
eng,dictionaryRefTableSet,Dictionary reference table set,Reference or look-up tables.,"For example, the parts table describe all elements of the ODM, including tables, table headers, measures, methods, categories, and units. sets are collections of parts. For example, units can be grouped together in a unitSet. languages and translations support translations.",2.0.0,2.0.0,added in V2.0.0,
eng,dictionarySupport,Additional dictionary sheets,Additional sheets for the Excel version of the ODM dictionary.,Sheets or tabs for the ODM Excel dictionary include: all ERD tables (look-up tables and data entry tables) and additional supportig tables.,2.0.0,2.0.0,added in V2.0.0,
eng,dictSet,Dictionary set type,Sets used to describe and group dictionary tables.,NA,2.0.0,2.0.0,added in V2.0.0,
eng,dilFact,Dilution factor,Specifies the extent to which a sample or aliquot was diluted prioir to analysis.,"Dilution factor is reported as a unitless measure, where a value of 10 indicates a 10:1 dilution.",2.0.0,2.0.0,added in V2.0.0,
eng,dillute,Point dillutions,Exact concentration or dillutions for generating a standard curve.,NA,2.0.0,2.0.0,added in V2.0.0,
eng,dilution,Dilution Class,Measures and methods relating to dilutions.,NA,2.0.0,2.0.0,added in V2.0.0,
eng,disease,Diseases (human) class,Measure and methods related to disease or infection in humans.,NA,2.0.0,2.0.0,added in V2.0.0,
eng,dissGasUnitSet,Dissolved gas concentration unit set,Unit set for carbon dioxide concentrations measurements in water or air.,NA,2.0.0,2.0.0,added in V2.0.0,
eng,doc,Depth of coverage,The sequencing read depth.,Used to interpret the confidence in a presence or amount of a varient.,2.0.0,2.0.0,Issue #120,
eng,domain,Domain,Domain is the highest level of describing of a measure.,"The domain ID that corresponds to a given part. Mostly applicable for measures, methods, units, and aggregations.",2.0.0,2.0.0,added in V2.0.0,
eng,domains,Domains,"There are three domain types: biologic (i.e. Covid-19, chemical (i.e. nitrogen), physical measure (temperature).",NA,2.0.0,2.0.0,added in V2.0.0,
eng,dorm,Higher education domitory or residential building,Higher education domitory or residential building,NA,2.0.0,2.0.0,added in V2.0.0,
eng,e156g,e156g delta-variant gene target,e156g delta-variant gene target,NA,2.0.0,2.0.0,added in V2.0.0,
eng,e484a,e484a omicron-variant gene target,e484a omicron-variant gene target,NA,2.0.0,2.0.0,added in V2.0.0,
eng,ecoli,Escherichia coli,"Concentration of bacteria that are passed through the faecal excrement of humans, livestock and wildlife",NA,2.0.0,2.0.0,added in V2.0.0,
eng,education,Education,A measure or sample taken for education or training.,"Use this purpose, for example, when teaching how to use the PHES-ODM.",2.0.0,2.0.0,added in V2.0.0,
eng,efficient,Efficiency,The efficiency reported for a standard curve.,NA,2.0.0,2.0.0,added in V2.0.0,
eng,email,Contact email,"Contact e-mail address, for the lab.",NA,1.0.0,2.0.0,added in V2.0.0,
eng,ena,European Nucleotide Association,ENA header,NA,2.0.0,2.0.0,added in V2.0.0,
eng,enaNotes,European Nucleotide Association (ENA) - notes,ENA notes,NA,2.0.0,2.0.0,added in V2.0.0,
eng,envRnF,Rainfall,"Rainfall, i.e. amount of precipitation in the form of rain.",NA,1.0.0,2.0.0,"description wording, structure",
eng,envSnwD,Ground snow depth,Total depth of snow on the ground.,NA,1.0.0,2.0.0,"description wording, structure",
eng,envSnwF,Snowfall,"Snowfall, i.e. amount of precipitation in the form of snow.",NA,1.0.0,2.0.0,"description wording, structure",
eng,epiDate,Episode date,"Episode date is the earliest of onset, test or reported date.",NA,1.0.0,2.0.0,depreciate,
eng,erdTableSet,ERD table set,All tables listed in the Entity Relationship Diagram.,"The full ODM model is commonly referred to as ""long"" tables as it stores data with one measurement per row.",2.0.0,2.0.0,added in V2.0.0,
eng,eSarbec,Sarbecovirus-specific E sars-cov-2 gene target,Sarbecovirus-specific E sars-cov-2 gene target,NA,2.0.0,2.0.0,added in V2.0.0,
eng,estFreqReads,Estimated frequency of reads,Estimated frequency of reads in a sequencing assay,NA,2.0.0,2.0.0,added in V2.0.0,
eng,estuary,"Estuary, natural water body","Estuary, natural water body",NA,1.0.0,2.0.0,"description wording, structure",
eng,expFail,Experiment Failed,PCR experiment failed. No value reported.,Value should be blank for a measure with this qualityFlag value.,2.0.0,2.0.0,added in V2.0.0,
eng,extract4s,4s method,Nucleic acid extraction performed using the 4s method.,NA,2.0.0,2.0.0,added in V2.0.0,
eng,extraction,Nucleic acid extraction method,Description of the nucleic acid extraction method.,Description of the method used to extract the sample,1.0.0,2.0.0,description wording add categories from NWSS,
eng,extractSet,Nucleic Acid Extraction set,set used for storing all the valid category values for the nucleic acid extraction method.,NA,2.0.0,2.0.0,added in V2.0.0,
eng,exvol,Extraction volume of sample,Extraction volume of sample.,Size of the sample that is analyzed.,1.0.0,2.0.0,description wording and unit set,
eng,faeces,Fecal matter,Fecal matter.,NA,1.0.0,2.0.0,NA,
eng,FALSE,FALSE,Boolean data type = FALSE,"Use these values and their set for any boolean measure or attribute. Use only ""FALSE"" (case sensitive)",1.1.0,2.0.0,added in V2.0.0,
eng,field,Field sample,Specifies a sample taken from the field; directly collected from an area for testing.,NA,2.0.0,2.0.0,added in V2.0; GitHub issue #94,
eng,fieldReplicate,Field sample replicate,A sample divided into two or more homogeneous parts.,NA,2.0.0,2.0.0,added in V2.0; GitHub issue #94,
eng,fileLocation,File location of polygon,The location of the file containing the geometry of the polygon.,"File path specified, or a URL",1.0.0,2.0.0,"partID chaned to ""fileLoaction"" specifying where the file is, not the whole file itself.",
eng,filt,Filtration,Describes solid separation from a wastewater sample via filtration. Proceeds further concentration or analysis of the liquid filtrate.,NA,2.0.0,2.0.0,added in V2.0.0,
eng,fiNa,First Nation,"Used to categorize a sampleshed that is a First Nation, or on reserve lands.","Likely for internal use only, Indigenous data can and should not be shared without explicit consent of the nation in quesiton.",2.0.0,2.0.0,added in V2.0.0,
eng,firstName,First name of contact,Specifies the first name of a given contact.,NA,2.0.0,2.0.0,added in V2.0.0,
eng,firstReleased,First released version,The version in which a part was first released,NA,2.0.0,2.0.0,added in V2.0.0,
eng,fK,Foreign key,Foreign key for a table.,NA,2.0.0,2.0.0,added in V2.0.0,
eng,flagAI,AI - Inhibition present but addressed,"The original sample was inhibited; however, the inhibition has been addressed through dilution. The reported concentration estimate is the updated result after addressing inhibition.",NA,2.0.0,2.0.0,added in V2.0.0,
eng,flagB,B - Trace levels of contamination,Analytical result may be subject to “trace” levels of contamination; the target analyte was also detected in negative controls on the same run as the sample.,NA,2.0.0,2.0.0,added in V2.0.0,
eng,flagFI,FI - Inhibition present and unaddressed,"The original sample was inhibited; however, the inhibition has not been successfully addressed. Therefore, no concentration estimate has been reported.",NA,2.0.0,2.0.0,added in V2.0.0,
eng,flagJ,J - Weak signal extrapolation,Analytical result falls below the lowest concentration of the experiment-specific standard curve but above the y-intercept value; the reported value is based on the extrapolation of the standard curve in the non-linear region.,NA,2.0.0,2.0.0,added in V2.0.0,
eng,flagND,ND - Non-detect,No amplification occurred in the reaction; non-detect.,"For the value of a non-detected measure, report the actual value even if it is below the limit of detection. The flag here ensures that it's recorded as a non-detect regardless. In instances where the original data doesn't record a value, but only has the flag, please populate the value field with either a 0 if dealing with variant percentages, and a 1 for all other purposes to further indicate a null result.",2.0.0,2.0.0,added in V2.0.0,
eng,flagUJ,UJ - Trace signal extrapolation,"Observed quantitation cycle is greater than the experiment-specific standard curve intercept value but evidence of clear amplification was present (i.e., “trace” signal observed); the reported value is based on the extrapolation of the standard curve in the non-linear region.",NA,2.0.0,2.0.0,added in V2.0.0,
eng,flagUQ,UQ - Unquantifiable,"Unquantifiable, Ct value exceeds the maximum value of the standard curve. There was a detect, but we cannot quantify it with certainty.",NA,2.0.0,2.0.0,added in V2.0.0,
eng,float,Float data type,The data type for float data.,Only used for the dictionary entries of parts.,2.0.0,2.0.0,added in V2.0.0,
eng,floMean,Flow-normalized mean,Mean measure normalized to wastewater flow.,"Mostly used for reporting specific alleles (N1, N2, E, etc.)",2.0.0,2.0.0,added in V2.0.0,
eng,floor,Floor,Floor of a building or room.,NA,2.0.0,2.0.0,added in V2.0.0,
eng,floRate,Flow rate,Wastewater volumetric flow rate at the sample collection location over the 24-hr period during which the sample was collected.,"If only an instantaneous flow measurement is available, it may be reported in units of million gallons per day.",1.0.0,2.0.0,"description wording, structure",
eng,flow,Flow class,Measures and methods related to flow.,NA,2.0.0,2.0.0,added in V2.0.0,
eng,flow24hDep,Flow proportional 24hr sample depreciated,A flow proportional 24-hour composite sample generally collected by an autosampler.,NA,1.0.0,2.0.0,depreciated,
eng,flowPr,Flow proportional sample,A flow proportionalcomposite sample generally collected by an autosampler.,Use collectionPeriod to describe how many hours the sample was taken.,1.0.0,2.0.0,Removed time period. Use collection period (collectPer) = 24 for 24hr sample,
eng,flowUnitSet,Volume flow rate unit set,Unit set for volume flow  measurements.,NA,2.0.0,2.0.0,added in V2.0.0,
eng,flowVol,Flow volume,Volume of influent.,NA,2.0.0,2.0.0,added in V2.0.0,
eng,flu,Influenza virus measure,General influenza virus measure,This measure should only be used if there is no other influenza virus measure. See groupID = virusMisc. Use a note to describe the specific measure used.,2.0.0,2.0.0,added in V2.0.0,
eng,fluA1,Influenza virus A1,Influenza virus A1 type,NA,2.0.0,2.0.0,added in V2.0.0,
eng,fluA2,influenza virus A2,influenza virus A2 type,NA,2.0.0,2.0.0,added in V2.0.0,
eng,fluB,Influenza virus B,Influenza virus B type,NA,2.0.0,2.0.0,added in V2.0.0,
eng,fluiDpcr,Fluidigm digital PCR,Describes a PCR analysis done using FluidIGM's digital PCR technology.,NA,2.0.0,2.0.0,added in V2.0.0,
eng,foggy,Foggy,"Qualitative category for the weather measure, specifying a foggy or hazy day.",NA,2.0.0,2.0.0,added in V2.0; github issue #124 and #204,
eng,fraction,Fraction analyzed,Fraction of the sample that is analyzed.,NA,1.0.0,2.0.0,"description wording, structure",
eng,fractionSet,Sample fraction set,"set for the fraction of the sample (solid, liquid, etc.).",NA,2.0.0,2.0.0,added in V2.0.0,
eng,freyja,Freyja Script,Freyja Script for sequencing.,NA,2.0.0,2.0.0,added in V2.0.0,
