"","partID","partLabel","partType","shortName","partDesc","partInstr","domainID","specimenSet","compSet","groupID","classID","nomenclatureID","ontologyRef","latExp","catSetID","unitSetID","aggScaleID","aggSetID","qualitySetID","status","firstReleased","lastUpdated","changes","protocolSteps","protocolStepsRequired","protocolStepsOrder","protocolRelationships","protocolRelationshipsRequired","protocolRelationshipsOrder","measures","measuresRequired","measuresOrder","measureSets","measureSetsRequired","measureSetsOrder","datasets","datasetsRequired","datasetsOrder","sites","sitesRequired","sitesOrder","samples","samplesRequired","samplesOrder","addresses","addressesRequired","addressesOrder","contacts","contactsRequired","contactsOrder","organizations","organizationsRequired","organizationsOrder","instruments","instrumentsRequired","instrumentsOrder","polygons","polygonsRequired","polygonsOrder","languages","languagesOrder","translations","translationsOrder","parts","sets","setsOrder","qualityReports","qualityReportsRequired","qualityReportsOrder","sampleRelationships","sampleRelationshipsRequired","sampleRelationshipsOrder","protocols","protocolsRequired","protocolsOrder","refLink","dataType","minValue","maxValue","minLength","maxLength","label_fr","partDescription_fr","partInstruction_fr","NWSS","NWSS_process","NWSS_notes","ENA","ENA_notes","NORMAN","NORMAN_note","W_SPHERE","W_SPHERE_Notes","NCBI","PHAGE","version1Table","version1Location","version1Table2","version1Variable","version1CatSetegory","version1to2Changes"
"30","ai","Inhibition present but addressed","quality","NA","The original sample was inhibited; however, the inhibition has been addressed through dilution. The reported concentration estimate is the updated result after addressing inhibition.","NA","Bio","saSpecimen","anyCompartment","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","pcrQualitySet","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","AI","L'échantillon original était inhibé ; cependant, l'inhibition a été traitée par dilution. L'estimation de la concentration rapportée est le résultat actualisé après traitement de l'inhibition.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"31","airCompartmentSet","Air compartment set","compSetPT","NA","A compartment set for measures and methods in the air compartment.","NA","allDo","anySpecimen","airCompartment","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","15","Ensemble de compartiments d’air","Un ensemble de compartiments pour les mesures et méthodes dans le compartiment air.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"32","airpln","Airplane","category","NA","Airplane","NA","naDomain","naSpecimenSet","anyCompartment","colGrp","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","1.0","2.0","description wording, structure","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Avion","Avion.","NA","airplane","NA","Institution_type","NA","NA","NA","NA","not included","NA","NA","NA","Site","variableCatSetegories","NA","type","airPln","NA"
"33","airSurfaceCompartmentSet","Air and surface compartment set","compSetPT","NA","A compartment set for measures and methods in the air or surface compartments.","NA","allDo","anySpecimen","airSurfaceCompartment","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","15","Ensemble de compartiments de surface et d'air.","Un ensemble de compartiments pour les mesures et les méthodes dans les compartiments de l'air ou de la surface.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"34","airTemp","Environmental Temperature","measure","NA","Environmental temperature.","NA","Phy","siSpecimen","anyCompartment","siteFeat","tempClass","naNomenclature","NA","NA","NA","temperatureUnitSet","see unit","naAggrSet","genQualitySet","active","1.0","2.0","description wording, structure","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","float","see unit","see unit","NA","NA","Température ambiante","Température ambiante.","NA","NA","NA","NA","temperature","NA","NA","NA","not included","NA","NA","NA","SiteMeasure","variableCatSetegories","NA","type","envTemp","We may want one temperature, then the full part name indicates speciment, compartment, etc."
"35","airWaterCompartmentSet","Air and water compartment set","compSetPT","NA","A compartment set for measures and methods in the air or water compartments.","NA","allDo","anySpecimen","airWaterCompartment","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","15","Ensemble de compartiments d’eau et d'air.","Un ensemble de compartiments pour les mesures et les méthodes dans les compartiments air ou eau.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"36","aliasDep","Alias depreciated","attribute","NA","ID of an assay that is the same or similar. A comma separated list.","Deprecated as of version 2, please avoid use. Use notes instead.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","depreciated","1.0","2.0","depreciated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","10","Alias","Identifiants d'autres instruments présents dans la table qui sont similaires é l'instrument courant. Insérer sous forme de liste séparée par des virgules.","NA","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","Instrument","variables","NA","alias","NA","depreciate???"
"37","aliasIDDep","Alias ID depreciated","attribute","NA","Alias id","ID of an assay that is the same or similar. a comma separated list.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","depreciated","1.0","2.0","depreciated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","10","Alias ID","Identifiants d'autres méthodes d'analyse présentes dans la table qui sont similaires é la méthode courante. Insérer sous forme de liste séparée par des virgules.","NA","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","AssayMethod","variables","NA","aliasID","NA","depricate"
"38","allDo","All domains","domain","NA","Domain that specifies that it could apply to al domains; biological, chemical, and physical.","NA","allDo","anySpecimen","anyCompartment","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","15","Toutes les domains","Domaine qui précise qu'il peut s'appliquer à tous les domaines : biologique, chimique et physique.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"39","allele","Alleles class","class","NA","Specifies a collection of measures/methods related to alleles.","NA","Bio","saSpecimen","anyCompartment","naGroup","allele","naNomenclature","NA","NA","NA","naUnitSet","see unit","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Classe d'allèles","Spécifie une collection de mesures/méthodes relatives aux allèles.","NA","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"40","alleleUnitSet","Allele unit set","unitSet","NA","Unit set for alleles.","NA","naDomain","siSpecimen","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","alleleUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in version 2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","categorical","NA","NA","0","30","Ensemble de spécimens de site","Un ensemble de spécimens qui ne comprend qu'un spécimen de site.","NA","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"41","allOrgs","Access to all org","attribute","NA","If this is 'no', this data will not be available to any partner organization. If missing, data will be available to the all organizations.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","booleanSet","naUnitSet","NA","naAggrSet","NA","depreciated","1.0","2.0","depreciated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","boolean","NA","NA","0","1","Accès à Tout","Si ""Non"", la donnée ne sera pas accessible par toute organisation partenaire. Si ""Oui"" ou laissé vide, la donnée leur sera accessible.","NA","NA","NA","NA","NA","NA","NA","NA","Public Access Level","metadata","NA","NA","WWMeasure; SiteMeasure","variables","NA","accessToAllOrg","NA","unclear; depricate out into sharing schema?"
"42","aloh3","Aloh3 precipitation","category","NA","Aloh3 precipitation","NA","Che","naSpecimenSet","waterCompartment","procGrp","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","genQualitySet","active","2.0","2.0","added in version 2, added from NWSS","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Précipitation d'Aloh3","Précipitation d'Aloh3","NA","concentration_method","precessing method","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"43","amDefDep","Assay method id default depreciated","attribute","NA","Used as default when a new measurement is created for this lab. See ID in AssayMethod table.","Deprecated as of version 2, please avoid use. Specify in type, or contact the PHES-ODM research team to add your specific item via a github issue (https://github.com/Big-Life-Lab/PHES-ODM/issues), or at phesd_odm@ohri.ca","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","depreciated","1.0","2.0","depreciated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","ID méthode d'analyse par défaut","Identifiant de la méthode d'analyse utilisée par défaut quand une nouvelle mesure est créé par ce laboratoire. Se référer é la colonne ""assayMethodID"" dans la table ""AssayMethod""","NA","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","Lab","variables","NA","assayMethodIDDefault","NA","depricate"
"44","amiconUf","Amicon ultrafiltration","category","NA","Amicon ultrafiltration","NA","Che","naSpecimenSet","waterCompartment","procGrp","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","genQualitySet","active","2.0","2.0","added in version 2, added from NWSS","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Ultrafiltration Amicon","Ultrafiltration Amicon","NA","concentration_method","precessing method","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"45","amiMP96","Amicon filter, extract with MP96","category","NA","Nucleaic acid extraction, usually used for the liquid fraction of a wastewater sample, using amicon filtration and using an MP96 for final extraction.","NA","Bio","naSpecimenSet","waterCompartment","procGrp","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","genQualitySet","active","2.0","2.0","added in V2.0","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","10","Filtre Amicon, extrait avec MP96","Extraction de l'acide nucléique, généralement utilisée pour la fraction liquide d'un échantillon d'eau usée, en utilisant la filtration amicon et en utilisant un MP96 pour l'extraction finale.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"46","andBoo","AND Boolean Aggregation","aggregation","NA","""AND"" aggreation.","If all values in the aggregation is ""TRUE"" then the AND aggregation is also ""TRUE"". If all values in the aggregation is ""FALSE"" then the AND aggregation is also ""TRUE"".","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","ET agrégation boléen"," ""ET"" agrégation","Si toutes les valeurs de l'agrégation sont ""VRAIES"", l'agrégation ET est également ""VRAIE"". Si toutes les valeurs de l'agrégation sont ""FAUX"", l'agrégation ET est également ""VRAIE"".","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"47","anyCompartmentSet","Any compartment set","compSetPT","NA","A compartment set for measures and methods in any compartment.","NA","allDo","anySpecimen","anyCompartment","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","15","Tout ensembles de compartiments","Un ensemble de compartiments pour les mesures et les méthodes dans n'importe quel compartiment.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"48","anySpecimenSet","Any specimen set","specimenSet","NA","A specimen set that inculdes any specimen.","NA","naDomain","anySpecimen","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","categorical","NA","NA","0","30","Tout ensembles de spécimens","Un ensemble de spécimens qui comprend n'importe quel spécimen.","NA","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"49","areaPr","Area proportional sample","category","NA","An area proportional sample.","Used for surface testing.","naDomain","naSpecimenSet","surfaceCompartment","colGrp","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Echantillon proportionnel à la surface","Un échantillon proportionnel au domaine.","Utilisé pour les tests de surface.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"50","arTemp","Arrival temperature","measure","NA","The temperature of a sample upon arrival at the laboratory for analysis.","NA","Phy","siSaSpecimen","waterCompartment","miscMeas","tempClass","naNomenclature","NA","NA","NA","temperatureUnitSet","see unit","naAggrSet","genQualitySet","active","1.0","2.0","added","input","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","see unit","see unit","see unit","NA","NA","Température d'arrivée","La température d'un échantillon à son arrivée au laboratoire pour analyse.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"51","articV3","Use of the articV3 primer","category","NA","Initial implementation of an ARTIC bioinformatics platform for nanopore sequencing of nCoV2019 novel coronavirus; Artic Foundation v3 primer.","NA","Bio","saSpecimen","anyCompartment","procGrp","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Utilisation de l'amorce articV3","Mise en œuvre initiale d'une plateforme bioinformatique ARTIC pour le séquençage nanopore du nouveau coronavirus nCoV2019 ; amorce Artic Foundation v3.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
