"partID","partLabel","partType","shortName","partDesc","partInstr","domain","specimenSet","compartmentSet","group","class","nomenclature","ontologyRef","latExp","mmaSet","unitSet","aggregationScale","aggregationSet","qualityIndSet","missingnessSet","status","firstReleased","lastUpdated","changes","protocolSteps","protocolStepsRequired","protocolStepsOrder","protocolRelationships","protocolRelationshipsRequired","protocolRelationshipsOrder","measures","measuresRequired","measuresOrder","measureSets","measureSetsRequired","measureSetsOrder","datasets","datasetsRequired","datasetsOrder","sites","sitesRequired","sitesOrder","samples","samplesRequired","samplesOrder","addresses","addressesRequired","addressesOrder","contacts","contactsRequired","contactsOrder","organizations","organizationsRequired","organizationsOrder","instruments","instrumentsRequired","instrumentsOrder","polygons","polygonsRequired","polygonsOrder","languages","languagesRequired","languagesOrder","translations","translationsRequired","translationsOrder","parts","partsRequired","partsOrder","sets","setsRequired","setsOrder","qualityReports","qualityReportsRequired","qualityReportsOrder","sampleRelationships","sampleRelationshipsRequired","sampleRelationshipsOrder","protocols","protocolsRequired","protocolsOrder","countries","countriesRequired","countriesOrder","zones","zonesRequired","zonesOrder","refLink","dataType","minValue","maxValue","minLength","maxLength","label_fr","partDescription_fr","partInstruction_fr","nwss","nwssProcess","nwssNotes","ena","enaNotes","norman","normanNote","wSphere","wSphereNotes","ncbi","phage","version1Table","version1Location","version1Variable","version1Category","version1to2Changes"
"aggregationScales","Aggregation scales","partType",NA,"The scale of an aggregation set. Aggregation scales include quantitative and qualitative.",NA,"naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"categorical",NA,NA,0,30,"Type de partie d'échelle d'agrégation","Le type de partie pour les échelles d'agrégation.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aggregationSet","Aggregation set","attributes",NA,"The aggregation set for a unit.",NA,"naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,"genMissingnessSet","active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"header","mandatory",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"categorical",NA,NA,0,12,"ID de l'ensemble d'agrégation","L'ID d'un ensemble d'agrégations. S'applique principalements aux ""partType = units"".",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aggregationSets","Aggregation sets","partType",NA,"Sets of aggregations.","Examples of aggregation sets include logarithm, linear and boolean.","naDomain","naSpecimenSet","anyCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"categorical",NA,NA,0,15,"Ensembles d'agrégation","Ensembles d'agrégations qui peuvent être utilisés pour les mesures. Quelques exemples d'ensembles d'agrégations sont le logarithme, le linéaire et le booléen.","Les ensembles sont des listes de valeurs d'entrée. Chaque valeur d'entrée dans un ensemble est une partie (a un partID) qui peut être réutilisée entre les ensembles. Par exemple, un ensemble A peut contenir les valeurs ""oui"" et ""non"" ; et un ensemble B peut contenir les valeurs ""oui"", ""non"" et ""peut-être"". Les types de partie avec les ensembles comprennent les agrégations, les compartiments, les manques, les indicateurs de qualité, les spécimens et les unités. Les mesures avec catégories et types de données ont leurs propres ensembles de catégories spécifiques (catSetID) car leurs valeurs d'entrée sont uniques et ne sont pas réutilisées.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"air","Air compartment","compartmentSets",NA,"A measure or observation made from a substance in the air.",NA,"allDo","anySpecimenSet","airCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0, changed to partType = compartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,1,"Air","Une mesure ou une observation faite à partir d'une substance dans l’air.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"airCompartmentSet","Air compartment set","compartmentSets",NA,"A compartment set for measures and methods in the air compartment.",NA,"allDo","anySpecimenSet","airCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,15,"Ensemble de compartiments d’air","Un ensemble de compartiments pour les mesures et méthodes dans le compartiment air.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"airpln","Airplane","categories",NA,"Airplane sample shed category type",NA,"naDomain","naSpecimenSet","anyCompartmentSet","colGrp","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","1.0.0","2.0.0","description wording, structure",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"Avion","Avion.",NA,"airplane",NA,"Institution_type",NA,NA,NA,NA,NA,NA,NA,NA,"Site","variableCategories","type","airPln",NA
"airport","Airport","categories",NA,"Airport sample shed category type",NA,"naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"Aéroport","Type de catégorie du bassin d'échantillonnage de l'aéroport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"airportLists","Airport lists worksheet","dictionarySupport",NA,"Parts lists used to generate airport and airplane data entry templates.",NA,"naDomain","saSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,NA,NA,"Feuille de calcul pour les listes d'aéroports","Listes des parties utilisées pour générer des modèles de saisie de données sur les aéroports et les avions.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"airSurfaceCompartmentSet","Air and surface compartment set","compartmentSets",NA,"A compartment set for measures and methods in the air or surface compartments.",NA,"allDo","anySpecimenSet","airSurfaceCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,15,"Ensemble de compartiments de surface et d'air.","Un ensemble de compartiments pour les mesures et les méthodes dans les compartiments de l'air ou de la surface.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"airTemp","Environmental temperature","measurements",NA,"Environmental temperature.",NA,"phy","siSpecimenSet","anyCompartmentSet","siteFeat","temperature","naNomenclature",NA,NA,NA,"temperatureUnitSet","seeUnitAggScale","otherAggrSet","genQualitySet","genMissingnessSet","active","1.0.0","2.0.0","description wording, structure",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"float","seeUnitVal","seeUnitVal",NA,NA,"Température ambiante","Température ambiante.",NA,NA,NA,NA,"temperature",NA,NA,NA,NA,NA,NA,NA,"SiteMeasure","variableCategories","type","envTemp","We may want one temperature, then the full part name indicates speciment, compartment, etc."
"airWaterCompartmentSet","Air and water compartment set","compartmentSets",NA,"A compartment set for measures and methods in the air or water compartments.",NA,"allDo","anySpecimenSet","airWaterCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,15,"Ensemble de compartiments d’eau et d'air.","Un ensemble de compartiments pour les mesures et les méthodes dans les compartiments air ou eau.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aliasDep","Alias depreciated","attributes",NA,"ID of an assay that is the same or similar. A comma separated list.","Deprecated as of version 2, please avoid use. Use notes instead.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,"genMissingnessSet","depreciated","1.0.0","2.0.0","depreciated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,10,"Alias","Identifiants d'autres instruments présents dans la table qui sont similaires é l'instrument courant. Insérer sous forme de liste séparée par des virgules.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Instrument","variables","alias",NA,"depreciate???"
"aliasIDDep","Alias ID depreciated","attributes",NA,"Alias id","ID of an assay that is the same or similar. a comma separated list.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,"genMissingnessSet","depreciated","1.0.0","2.0.0","depreciated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,10,"Alias ID","Identifiants d'autres méthodes d'analyse présentes dans la table qui sont similaires é la méthode courante. Insérer sous forme de liste séparée par des virgules.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AssayMethod","variables","aliasID",NA,"depricate"
"allDo","All domains","domains",NA,"Domain that specifies that it could apply to al domains; biological, chemical, and physical.",NA,"allDo","anySpecimenSet","anyCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,15,"Toutes les domains","Domaine qui précise qu'il peut s'appliquer à tous les domaines : biologique, chimique et physique.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"allele","Alleles class","classes",NA,"Measures and methods related to alleles.",NA,"bio","saSpecimenSet","anyCompartmentSet","naGroup","allele","naNomenclature",NA,NA,NA,"geneticUnitSet","seeUnitAggScale","naAggrSet","measQualitySet",NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"Classe d'allèles","Spécifie une collection de mesures/méthodes relatives aux allèles.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alleleUnitSet","Allele unit set","unitSets",NA,"Unit set for alleles.",NA,"naDomain","siSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"alleleUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"categorical",NA,NA,0,30,"Ensemble de spécimens de site","Un ensemble de spécimens qui ne comprend qu'un spécimen de site.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"allOrgs","Access to all org","attributes",NA,"If this is 'no', this data will not be available to any partner organization. If missing, data will be available to the all organizations.",NA,"naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,"genMissingnessSet","depreciated","1.0.0","2.0.0","depreciated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"boolean",NA,NA,0,1,"Accès à Tout","Si ""Non"", la donnée ne sera pas accessible par toute organisation partenaire. Si ""Oui"" ou laissé vide, la donnée leur sera accessible.",NA,NA,NA,NA,NA,NA,NA,NA,"Public Access Level","metadata",NA,NA,"WWMeasure; SiteMeasure","variables","accessToAllOrg",NA,"unclear; depricate out into sharing schema?"
"aloh3","Aloh3 precipitation","categories",NA,"Aloh3 precipitation",NA,"che","naSpecimenSet","waterCompartmentSet","procGrp","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet","genQualitySet",NA,"active","2.0.0","2.0.0","added in V2.0.0, added from NWSS",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"Précipitation d'Aloh3","Précipitation d'Aloh3",NA,"concentration_method","precessing method",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amDefDep","Assay method id default depreciated","attributes",NA,"Used as default when a new measurement is created for this lab. See ID in AssayMethod table.","Deprecated as of version 2, please avoid use. Specify in type, or contact the PHES-ODM research team to add your specific item via a github issue (https://github.com/Big-Life-Lab/PHES-ODM/issues), or at phesd_odm@ohri.ca","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,"genMissingnessSet","depreciated","1.0.0","2.0.0","depreciated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"ID méthode d'analyse par défaut","Identifiant de la méthode d'analyse utilisée par défaut quand une nouvelle mesure est créé par ce laboratoire. Se référer é la colonne ""assayMethodID"" dans la table ""AssayMethod""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lab","variables","assayMethodIDDefault",NA,"depricate"
"amiconUf","Amicon ultrafiltration","categories",NA,"Amicon ultrafiltration",NA,"che","naSpecimenSet","waterCompartmentSet","procGrp","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet","genQualitySet",NA,"active","2.0.0","2.0.0","added in V2.0.0, added from NWSS",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"Ultrafiltration Amicon","Ultrafiltration Amicon",NA,"concentration_method","precessing method",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amiMP96","Amicon filter, extract with MP96","categories",NA,"Nucleaic acid extraction, usually used for the liquid fraction of a wastewater sample, using amicon filtration and using an MP96 for final extraction.",NA,"bio","naSpecimenSet","waterCompartmentSet","procGrp","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet","genQualitySet",NA,"active","2.0.0","2.0.0","added in V2.0.0","input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,10,"Filtre Amicon, extrait avec MP96","Extraction de l'acide nucléique, généralement utilisée pour la fraction liquide d'un échantillon d'eau usée, en utilisant la filtration amicon et en utilisant un MP96 pour l'extraction finale.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amp","Amplicon sequencing","categories",NA,"Specifies the amplicon strategy for genetic sequencing",NA,"bio","saSpecimenSet","anyCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0","input",NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,10,"Séquençage par amplicon","Spécifie la stratégie d'amplicon pour le séquençage génétique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amr","Anti-microbial resistance","classes",NA,"The group for measures and methods pertaining to anti-microbial resistant microbes.",NA,"bio","saSpecimenSet","anyCompartmentSet","naGroup","amr","naNomenclature",NA,NA,NA,NA,NA,NA,NA,NA,"development","2.1.0","2.1.0","added in V2.1.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Résistance aux antimicrobiens","Le groupe pour les mesures et méthodes relatives aux microbes résistants aux antimicrobiens.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"andBoo","AND Boolean aggregation","aggregations",NA,"""AND"" aggreation.","If all values in the aggregation is ""TRUE"" then the AND aggregation is also ""TRUE"". If all values in the aggregation is ""FALSE"" then the AND aggregation is also ""TRUE"". ","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ET agrégation boléen"," ""ET"" agrégation","Si toutes les valeurs de l'agrégation sont ""VRAIES"", l'agrégation ET est également ""VRAIE"". Si toutes les valeurs de l'agrégation sont ""FAUX"", l'agrégation ET est également ""VRAIE"". ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anyCompartmentSet","Any compartment set","compartmentSets",NA,"A compartment set for measures and methods in any compartment.",NA,"allDo","anySpecimenSet","anyCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,15,"Tout ensembles de compartiments","Un ensemble de compartiments pour les mesures et les méthodes dans n'importe quel compartiment.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anySpecimenSet","Any specimen set","specimenSets",NA,"A specimen set that inculdes any specimen.",NA,"naDomain","anySpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"categorical",NA,NA,0,30,"Tout ensembles de spécimens","Un ensemble de spécimens qui comprend n'importe quel spécimen.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"areaPr","Area proportional sample","categories",NA,"An area proportional sample.","Used for surface testing.","naDomain","naSpecimenSet","surfaceCompartmentSet","colGrp","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"Echantillon proportionnel à la surface","Un échantillon proportionnel au domaine.","Utilisé pour les tests de surface.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
