partID,label,partType,partDesc,partInstr,fKAliasID,domain,specimenSet,compartmentSet,group,class,nomenclature,ontologyRef,latExp,mmaSet,unitSet,aggregationScale,aggregationSet,qualityIndSet,missingnessSet,status,firstReleased,lastUpdated,changes,protocolSteps,protocolStepsRequired,protocolStepsOrder,protocolRelationships,protocolRelationshipsRequired,protocolRelationshipsOrder,measures,measuresRequired,measuresOrder,measureSets,measureSetsRequired,measureSetsOrder,datasets,datasetsRequired,datasetsOrder,sites,sitesRequired,sitesOrder,samples,samplesRequired,samplesOrder,addresses,addressesRequired,addressesOrder,contacts,contactsRequired,contactsOrder,organizations,organizationsRequired,organizationsOrder,phActions,phActionsRequired,phActionsOrder,calculations,calculationsRequired,calculationsOrder,instruments,instrumentsRequired,instrumentsOrder,polygonRelationships,polygonRelationshipsRequired,polygonRelationshipsOrder,polygons,polygonsRequired,polygonsOrder,accessions,accessionsRequired,accessionsOrder,languages,languagesRequired,languagesOrder,translations,translationsRequired,translationsOrder,parts,partsRequired,partsOrder,sets,setsRequired,setsOrder,qualityReports,qualityReportsRequired,qualityReportsOrder,sampleRelationships,sampleRelationshipsRequired,sampleRelationshipsOrder,protocols,protocolsRequired,protocolsOrder,countries,countriesRequired,countriesOrder,zones,zonesRequired,zonesOrder,wideNames,wideNamesRequired,wideNamesOrder,refLink,dataType,minValue,maxValue,minLength,maxLength
popIntSet,Population Interval Set,mmaSets,The collection of categorical inputs for population interval measures.,,,naDomain,saSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,popIntSet,naUnitSet,naAggrScale,naAggrSet,,genMissingnessSet,active,3.0.0,3.0.0,added in V3.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,input,,,,,,,,,,,,,,,,,,,,,,categorical,,,0,30
popMetSet,Population assessment method set,mmaSets,The set for valid inputs for the population assessment method.,,,allDo,naSpecimenSet,anyCompartmentSet,popGrp,popClass,naNomenclature,,,popMetSet,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,categorical,,,0,30
poPolySpecimenSet,Population or polygon specimen set,specimenSets,A specimen set that inculdes population or polygon specimen.,,,naDomain,poPolySpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,input,,,,,,,,,,,,,,,,,,,,,,categorical,,,0,50
popServ,Population Served,measurements,"An measure of a site, which specifies the population of/population served by a given site. ",,,phy,siSpecimenSet,anyCompartmentSet,siteFeat,popClass,naNomenclature,,,,populationUnitSet,seeUnitAggScale,otherAggrSet,genQualitySet,genMissingnessSet,active,2.0.0,2.3.0,Updated to a measurement after being removed as a header in the sites table.,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,seeUnitData,seeUnitVal,seeUnitVal,,
popServRange,Population Served - Interval,measurements,"Population served by a site, when reported as an interval.",,,phy,siSpecimenSet,anyCompartmentSet,siteFeat,popClass,naNomenclature,,,popIntSet,naUnitSet,qualAggScale,naAggrSet,genQualitySet,genMissingnessSet,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,categorical,,,0,50
populationUnitSet,Population unit set,unitSets,Unit set for hospital-related measurements.,,,naDomain,naSpecimenSet,anyCompartmentSet,naGroup,naClass,naNomenclature,,,,populationUnitSet,seeUnitAggScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,categorical,,,0,30
por,Polygon Relationships Table Short Name,shortName,The abbreviated short name used to reference the table for recording the relationships between polygons.,table,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.3.0,2.3.0,added in V2.3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,,,0,30
porechop,Porechop,categories,A sequencing data processing application that is specifically designed for adapter trimming in Oxford Nanopore Technologies data.,,,naDomain,naSpecimenSet,naCompartmentSet,procGrp,software,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/rrwick/Porechop,varchar,,,0,50
port,Port or Harbour,categories,A harbor is any sheltered body of water where boats or ships may moor or anchor. A port is an installation that has been built around a harbor with facilities for loading and unloading such vessels.,,,naDomain,naSpecimenSet,naCompartmentSet,colGrp,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.2.3,2.2.3,added in V2.2.3,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,30
poSaSpecimenSet,Population or sample set,specimenSets,A specimen set that inculdes population or sample specimen.,,,naDomain,poSaSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,categorical,,,0,50
posCon,Positive experimental control,categories,"A sample or experimental condition where the expected outcome is known to occur, intended to confirm that the experimental setup is working properly. An example would be a wastewater sample spiked with a known quantity of SARS-CoV-2 virus.",,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,50
poSiSpecimenSet,Population or site set,specimenSets,A specimen set that inculdes population or site specimen.,,,naDomain,poSiSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,categorical,,,0,50
poSpecimenSet,Population specimen set,specimenSets,A specimen set that inculdes only a population specimen.,,,naDomain,poSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,categorical,,,0,50
postgreSQL,PostgreSQL License,categories,The licensing for the measure or data set is managed under the PostgreSQL License.,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.2.0,2.2.0,added in V2.2.0,,,,,,,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://choosealicense.com/licenses/postgresql/,varchar,,,0,30
pp,Percent positive,units,Percent positive of sample measures.,"Can use for Moore swabs, etc.",,bio,siSaSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,$\%_{pos}$,,naUnitSet,quantAggScale,linearAggrSet,,,active,1.0.0,2.0.0,description wording.,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,float,0,100,,
ppm,parts per million,units,Parts per million.,,,phy,siSaSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,$ppm$,,naUnitSet,quantAggScale,linearAggrSet,,,active,1.0.0,2.0.0,description wording.,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,float,0,,,
ppmv,PMMoV-CP,measurements,Pepper mild mottle virus capsid protein gene region,,,bio,saSpecimenSet,anyCompartmentSet,pmmovGrp,allele,naNomenclature,,,,geneticUnitSet,seeUnitAggScale,otherAggrSet,genQualitySet,genMissingnessSet,active,1.0.0,2.0.0,"description wording, structure",input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,seeUnitData,seeUnitVal,seeUnitVal,,
pprt,Percent positivity rate,units,Percent positivity rate of tests conducted within a day in a given region.,,,bio,poSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,$%$,,naUnitSet,quantAggScale,linearAggrSet,,,active,1.0.0,2.0.0,now a unit for any group or biologic infection,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,float,0,,,
