Version,2.2.0,,,,,,,,
translationID,lang,partID,partLabel,partDesc,partInstr,firstReleased,lastUpdated,changes,notes
tra000179,eng,tp24s,Time Proportional 24hr sample,A time proportional 24-hour composite sample generally collected by an autosampler.,NA,1.0.0,2.0.0,depreciated,
tra000180,eng,measQualitySet,Measures quality set,"A quality set for any measure, includes all the quality flag options for any measure.","Used as an ""any quality set"" for measures, but excludes the sample quality flags to avoid confusion and data entry errors.",2.0.0,2.0.0,added in V2.0.0,
tra000181,eng,mutation,Mutations class,Measures and methods related to mutations.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000182,eng,pcr,qPCR Class,Measures and methods relating to qPCR.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000183,eng,protein,Proteins class,Measures and methods related to proteins.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000184,eng,sequence,Genetic sequences class,Measures and methods related to genetic sequencing.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000185,eng,otsisaDep,Other Site - sample depreciated ,Other type of site. Add description to typeOther.,"Deprecated as of version 2, please avoid use. Specify in type, or contact the PHES-ODM research team to add your specific item via a github issue (https://github.com/Big-Life-Lab/PHES-ODM/issues), or at phesd_odm@ohri.ca",1.0.0,2.0.0,"Depreciated in version 2 with all ""other"" fields",
tra000186,eng,academ,Academic institution,The category of organization type used for academic institutions or research groups.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000187,eng,active,Active,Indicator that a part is in current use.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000188,eng,pcrmeth,PCR method,Description of the PCR method.,Description of the PCR method used,1.0.0,2.0.0,description wording,
tra000189,eng,addressID,Address ID,A unique identifier for an address.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000190,eng,name,Name,"Name of a domain, specimen, group, class, attribute, unit, nomeclature or other entity.","Name of any entity. Use a prefix to distinguish names from different report tables. See fully specified name (FSN) list.  i.e. Si-name = Site name, Po-name = Polygon name, Or-name = Organization name, Me-name = Method-name. ",2.0.0,2.0.0,added in V2.0.0,
tra000191,eng,custodyID,Data custodian ID,The data custodian of a database. ,"Use Organization ID to populate this field, and the organizations table to describe contact information and other details for the data custodian. ",2.0.0,2.0.0,added in V2.0; github issue #205,
tra000192,eng,refLink,Reference link,"Link to the reference material for a part. May link to literature on a method, measure, etc.","Link to standard operating procedure for a measure or part. Part reference is a reference to a technical document that describes the part in detail. The reference could be a URL, DOI, or reference to a techincal report.",1.0.0,2.0.0,"description wording, structure",
tra000193,eng,funderID,Funding agency ID,The funding agency of the dataset.,"Use Organization ID to populate this field, and the organizations table to describe contact information and other details for the funding agency. ",2.0.0,2.0.0,added in V2.0; github issue #205,
tra000194,eng,instrumentID,Instrument ID,A unique identifier for an instrument.,NA,1.1.0,2.0.0,"description wording, structure",
tra000195,eng,admRegLevel,Administrative regions,Administrative regions,NA,2.0.0,2.1.0,added in V2.0.0,
tra000196,eng,partType,Part types,Part types describe the purpose or use of the part. ,"Enivornment data has three main part types: measure (i.e. covN1 viral measures, wasteawater flow rate, temperature), method (e.g. how the measure was taken), and attribute (such as a site name). See description of each of the part types within categorySetID = partTypeCatSets.",2.0.0,2.0.0,added in V2.0.0,
tra000197,eng,lastEdited,Last edited,The date the entry was last updated.,"Use lastEdited if an entry is updated. Leave lastEdited blank or 'NA' for the first entry. Updates can include additions or revisions of the entry for any reason. For example, a wastewater measure was repeated later with an improved method. You can revise the entry by updating the value and then adding the date the new measure was performed to 'lastEdited'.  To ensure data provenance, the best practice in this example is to generate a new entry with the same measureID as the original measureID. The original and new measures are kept in the database with a date in the 'lastEdited' field for the new entry but not the original one. Some databases may choose a delete-and-replace approach where the original entry is deleted and replaced by a new entry. In this approach, the 'lastEdited' field indicates the delete and replace occurred.",1.0.0,2.0.0,added in V2.0.0,
tra000198,eng,aggregations,Aggregations,Statistical measures used to report a measure. Each measure reported as a number should be reported with an aggregation.,"The default aggregation is `single`, which corresponds to a single measurement. ",2.0.0,2.0.0,added in V2.0.0,
tra000199,eng,aggregationScales,Aggregation scales,The scale of an aggregation set. Aggregation scales include quantitative and qualitative.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000200,eng,shortName,Short names,Shortened names for tables and other important parts for use in wide names.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000201,eng,aggregationSets,Aggregation sets,Sets of aggregations.,"Examples of aggregation sets include logarithm, linear and boolean.",2.0.0,2.0.0,added in V2.0.0,
tra000202,eng,air,Air compartment,A measure or observation made from a substance in the air.,NA,2.0.0,2.0.0,"added in V2.0, changed to partType = compartment",
tra000203,eng,airCompartmentSet,Air compartment set,A compartment set for measures and methods in the air compartment.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000204,eng,pceDep,Primary Clarifier Effluent depreciated,Effluent obtained after primary clarifiers.,"Deprecated in version 2, please do not use. Duplicate of the sampleMat categories - refer to those.",1.0.0,2.0.0,"depreciated, site material like this is now captured in the sample table",
tra000205,eng,airport,Airport,Airport sample shed category type,NA,2.0.0,2.0.0,added in V2.0.0,
tra000206,eng,airportLists,Airport lists worksheet,Parts lists used to generate airport and airplane data entry templates.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000207,eng,airSurfaceCompartmentSet,Air and surface compartment set,A compartment set for measures and methods in the air or surface compartments.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000208,eng,airWaterCompartmentSet,Air and water compartment set,A compartment set for measures and methods in the air or water compartments.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000209,eng,cphDate,Covid-19 population measurement date,date of reporting for covid-19 measure.,Depreciated in ODM version 2. The measure identication is now measureReportID with report dates as for any measure report.,1.0.0,2.0.0,"depreciated, measure identication is now found in partID = measureRepID, with date fields for any measure report. ",
tra000210,eng,popDateTypeDep,Type of date for case reporting depreciated,"Type of date used for confirmed cases. Typically, report or episode are reported. Onset and test date is not usually reported within aggregate data.",NA,1.0.0,2.0.0,depreciated,
tra000211,eng,allDo,All domains,"Domain that specifies that it could apply to al domains; biological, chemical, and physical.",NA,2.0.0,2.0.0,added in V2.0.0,
tra000212,eng,alleleUnitSet,Allele unit set,Unit set for alleles.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000213,eng,cphid,Cphd ID,Unique identifier for the table.,Depreciated in ODM version 2. The measure identication is now measureReportID.,1.0.0,2.0.0,"depreciated, measure identication is now found in partID = measureRepID",
tra000214,eng,polygonID,Polygon ID,Unique identifier for the polygon.,A polygon is a geographic are representing the capment area of an environmental sample.,1.0.0,2.0.0,"description wording, structure",
tra000215,eng,amp,Amplicon sequencing,Specifies the amplicon strategy for genetic sequencing,NA,2.0.0,2.0.0,added in V2.0.0,
tra000216,eng,amrGrp,Anti-microbial resistance Group,The group for measures and methods pertaining to anti-microbial resistant microbes (general).,NA,2.1.0,2.1.0,added in V2.1.0,
tra000217,eng,andBoo,AND Boolean aggregation,"""AND"" aggreation.","If all values in the aggregation is ""TRUE"" then the AND aggregation is also ""TRUE"". If all values in the aggregation is ""FALSE"" then the AND aggregation is also ""TRUE"". ",2.0.0,2.0.0,added in V2.0.0,
tra000218,eng,anyCompartmentSet,Any compartment set,A compartment set for measures and methods in any compartment.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000219,eng,anySpecimenSet,Any specimen set,A specimen set that inculdes any specimen.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000220,eng,areaPr,Area proportional sample,An area proportional sample.,Used for surface testing.,2.0.0,2.0.0,added in V2.0.0,
tra000221,eng,articV3,Use of the articV3 primer,Initial implementation of an ARTIC bioinformatics platform for nanopore sequencing of nCoV2019 novel coronavirus; Artic Foundation v3 primer.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000222,eng,articV4,Use of the articV4 primer,Artic V4 sequencing primer for VOCs and VOIs.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000223,eng,notes,Notes,A note used to describe details that are not captured in other attrbitutes,There is no recommended structure of a note. Use notes as needed.,2.0.0,2.0.0,added in V2.0.0,
tra000224,eng,attributes,Attributes,"Attributes describe the who, where, when, and why of environmental surveillance. ","There are attributes for domain, specimen, compartment, or table. Attributes are one of the three main components or ways to report environment surviellence data. The other two components are measures and methods.",2.0.0,2.0.0,added in V2.0.0,
tra000225,eng,bacteriaUnitSet,Bacteria unit set,Unit set for bacteria-related measurements.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000226,eng,bactMisc,Miscellaneous bacteria group,A group of measures/methods related to miscellaneous bacteria.,"The miscallenous bacteria are often have only one measure or method. When a bacteria has many measures, they will be given their own groupID in updated dictionary versions.",2.0.0,2.2.0,Depreciated in V2.0.0,
tra000227,eng,bcovCul,bcov culture spike target,Cultured bovine coronavirus is used as the recovery efficiency control target.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000228,eng,bcovVac,bcov vaccine spike target,The bovine coronavirus vaccine is used as the recovery efficiency control target.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000229,eng,before,Is Before ,Specifies that the object step or protocol occurs before the subject step or protocol in the overall protocol container.,Use only for protocolRelationships table relationshipID.,2.0.0,2.0.0,added in V2.0.0,
tra000230,eng,bio,Biologic,A living organism or biological substance.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000231,eng,blob,Binary Large Object (BLOB) data type,The data type for Binary Large Object (BLOB) data.,Only used for the dictionary entries of parts.,2.0.0,2.0.0,added in V2.0.0,
tra000232,eng,boolean,Boolean data type,The data type for boolean/binary data.,Encoded as 'TRUE' or 'FALSE',2.0.0,2.0.0,added in V2.0.0,
tra000233,eng,booleanAggrSet,Boolean aggregation set,Aggreagation set for boolean.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000234,eng,brsvCul,brsv culture spike target,Cultured bovine respiratory syncytial virus (BRSV) is used as the recovery efficiency control target.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000235,eng,brsvVac,brsv vaccine spike target,The bovine respiratory syncytial virus (BRSV) vaccine is used as the recovery efficiency control target.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000236,eng,bSwrPpl,Branch sewer pipleline,"Specifies a site type that is collection pipe that run lateral to other municpal sewer lines, allowing drainage into the main sewer.",NA,1.0.0,2.0.0,"description wording, structure",
tra000237,eng,buildCO,Building cleanout,Specifies a site type that is a capped pipe that connects to a building's main sewer line.,NA,1.0.0,2.0.0,"description wording, structure",
tra000238,eng,capacityUnitSet,Capacity unit set,Unit set for capacity measurements.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000239,eng,capitalEndonym,Capital city endonym,The name locals use for their country’s capital.,"Preprogrammed into dictionary tables, not editable by users.",2.1.0,2.1.0,added in V2.1.0,
tra000240,eng,capitalExonym,Capital city exonym,The English name foreigners use for the country’s capital.,"Preprogrammed into dictionary tables, not editable by users.",2.1.0,2.1.0,added in V2.1.0,
tra000241,eng,pcs,Primary Clarifier Sludge depreciated,Sludge produced by primary clarifiers.,NA,1.0.0,2.0.0,"depreciated, site material like this is now captured in the sample table",
tra000242,eng,categorical,Categorical data type,The data type for categorical data.,Only used for the dictionary entries of parts.,2.0.0,2.0.0,added in V2.0.0,
tra000243,eng,categories,Categories,"A discrete list of values that can be reported for a measure, method or attribute. ","A use-case example of categories would be how they are used to record the site where a measure is taken (partID = geoType). For the geoType attribute there are different type of sites where samples can be taken: a wastwater treatment plant, airplane holding tank, wastwater pumping station, etc. Each of these site types is recorded as a category that can be identified in categorySetID = sTypeCatSets",2.0.0,2.0.0,added in V2.0.0,
tra000244,eng,ccc,Long-term acute care hospital,"Acute care hospitals, or complex contuing care, that provide care for patients with average length of stay longer than 25 days.",NA,2.0.0,2.0.0,added in V2.0.0,
tra000245,eng,cdc,Child day care,Child day care facility.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000246,eng,cent,Centrifugation,Describes solid separation from a wastewater sample via centrifugation. Likely connected to other method steps prior to analysis.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000247,eng,contactID,Contact ID,A unique identifier for a given contact person.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000248,eng,che,Chemical,A chemical compound.,NA,2.0.0,2.0.0,added in V2.0.0,
tra000249,eng,chemVir,Chemagic viral dna/rna 300 kit,Nucleic acid extraction performed using the chemagic viral dna/rna 300 kit.,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
tra000250,eng,value,Value,"Value of a measure, observation or attribute.",Only used for the dictionary entries of parts.,2.0.0,2.0.0,added in V2.0.0,
tra000251,eng,addL1,Address Line 1,"Line 1 (the street name, number and direction) for a given address.",NA,2.0.0,2.0.0,added in V2.0.0,
