partID,partLabel,partType,shortName,partDesc,partInstr,domainID,specimenSet,compSet,groupID,classID,nomenclatureID,ontologyRef,latExp,catSetID,unitSetID,aggScaleID,aggSetID,qualitySetID,status,firstReleased,lastUpdated,changes,protocolSteps,protocolStepsRequired,protocolStepsOrder,protocolRelationships,protocolRelationshipsRequired,protocolRelationshipsOrder,measures,measuresRequired,measuresOrder,measureSets,measureSetsRequired,measureSetsOrder,datasets,datasetsRequired,datasetsOrder,sites,sitesRequired,sitesOrder,samples,samplesRequired,samplesOrder,addresses,addressesRequired,addressesOrder,contacts,contactsRequired,contactsOrder,organizations,organizationsRequired,organizationsOrder,instruments,instrumentsRequired,instrumentsOrder,polygons,polygonsRequired,polygonsOrder,languages,languagesOrder,translations,translationsOrder,parts,sets,setsOrder,qualityReports,qualityReportsRequired,qualityReportsOrder,sampleRelationships,sampleRelationshipsRequired,sampleRelationshipsOrder,protocols,protocolsRequired,protocolsOrder,refLink,dataType,minValue,maxValue,minLength,maxLength
articV3,Use of the articV3 primer,category,NA,Initial implementation of an ARTIC bioinformatics platform for nanopore sequencing of nCoV2019 novel coronavirus; Artic Foundation v3 primer.,NA,Bio,saSpecimen,anyCompartment,procGrp,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
articV4,Use of the articV4 primer,category,NA,Artic V4 sequencing primer for VOCs and VOIs.,NA,Bio,saSpecimen,anyCompartment,procGrp,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
asId,Assay ID,attribute,NA,Links with the AssayMethod used to perform the analysis. Use instrument.ID for measures that are not viral measures.,"Deprecated as of version 2, please avoid use. Refer to methodID instead.",naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,depreciated,1.0,2.0,depreciated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
attribute,Attributes,partType,NA,"An attribute of a domain, specimen, compartment, or reportTable. ",Attributes are one of the three main components or ways to report environment surviellence data. The other two components are measures and methods.,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
b,Trace levels of contamination,quality,NA,Analytical result may be subject to “trace” levels of contamination; the target analyte was also detected in negative controls on the same run as the sample.,NA,Bio,saSpecimen,anyCompartment,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,pcrQualitySet,active,2.0,2.0,added in V2.0,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
bacterialUnitSet,Bacteria unit set,unitSet,NA,Unit set for bacteria-related measurements.,NA,naDomain,naSpecimenSet,anyCompartment,naGroup,naClass,naNomenclature,,NA,NA,bacteriaUnitSet,quantAggScale,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,categorical,NA,NA,0,30
bactMisc,Miscellaneous bacteria group,group,NA,A group of measures/methods related to miscellaneous bacteria.,"The miscallenous bacteria are often have only one measure or method. When a bacteria has many measures, they will be given their own groupID in updated dictionary versions.",Bio,naSpecimenSet,anyCompartment,bactMisc,naClass,naNomenclature,,NA,NA,naUnitSet,see unit,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
bbMP96,"Bead beating, extract with MP96",category,NA,"Nucleaic acid extraction, usually used for solid fraction of a wastewater sample, using bead beating and using an MP96 for final extraction.",NA,Bio,naSpecimenSet,waterCompartment,procGrp,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,genQualitySet,active,2.0,2.0,added in V2.0,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,10
bcov,bcov,measure,NA,Measure of the amount of bovine coronavirus.,NA,Bio,saSpecimen,anyCompartment,virusMisc,naClass,naNomenclature,,NA,NA,geneticUnitSet,see unit,naAggrSet,genQualitySet,active,2.0,2.0,added in V2.0,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,see unit,see unit,see unit,NA,NA
bcovCul,bcov culture Spike Target,category,NA,Cultured bovine coronavirus is used as the recovery efficiency control target.,NA,Bio,saSpecimen,anyCompartment,procGrp,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
bcovVac,bcov vaccine Spike Target,category,NA,The bovine coronavirus vaccine is used as the recovery efficiency control target.,NA,Bio,saSpecimen,anyCompartment,procGrp,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
beeExtractFloc,Beef extract flocculation,category,NA,Beef extract flocculation.,NA,Che,naSpecimenSet,waterCompartment,procGrp,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,genQualitySet,active,2.0,2.0,added in V2.0,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
beta,Beta,measure,NA,B.1.351,NA,Bio,saSpecimen,anyCompartment,sarsCov2,variant,who,,NA,NA,geneticUnitSet,NA,naAggrSet,genQualitySet,active,2.0,2.0,added in V2.0,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,see unit,see unit,see unit,NA,NA
bio,Biologic,domain,NA,A living organism or biological substance.,NA,Bio,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
bioRadDdpcr,Digital droplet emulsification PCR,category,NA,Describes a PCR analysis done using BioRad's digital droplet emulsification PCR technology.,NA,Bio,saSpecimen,anyCompartment,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,pcrQualitySet,active,2.0,2.0,added in V2.0,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
blob,Sewer network file link depreciated,attribute,NA,Link to a file that has any detailed information about the sewer network associated with the site (any format).,NA,naDomain,naSpecimenSet,waterCompartment,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,depreciated,1.0,2.0,depreciated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
blob,Binary Large Object (BLOB) Data Type,dataType,NA,The data type for Binary Large Object (BLOB) data.,Only used for the dictionary entries of parts.,naDomain,naSpecimenSet,anyCompartment,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,15
boc,Breadth of coverage (>=5x depth),unit,NA,Positions with read depth greater or equal to 5.,Report as percentage of positions.,Bio,saSpecimen,anyCompartment,naGroup,naClass,naNomenclature,,$$,NA,naUnitSet,quantAggScale,linearAggrSet,genQualitySet,active,2.0,2.0,Issue #120,input,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,integer,0,100,NA,NA
bod5c,5-Day Carbonaceous Biochemical Oxygen Demand,measure,NA,"The quantity of oxygen utilized for the biochemical degradation of organic matter under standard laboratory procedures in five (5) days in the presence of a nitrification inhibitor, expressed in milligrams per litre (mg/l).",NA,Bio,siSpecimen,waterCompartment,miscMeas,standardConc,naNomenclature,,NA,NA,stdConcentrationUnitSet,see unit,naAggrSet,genQualitySet,active,1.1,2.0,"description wording, structure",NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1002/wer.1541,see unit,see unit,see unit,NA,NA
bod5t,5-day Total Biochemical Oxygen Demand,measure,NA,5 day total biochemical oxygen demand.,NA,Bio,siSpecimen,waterCompartment,miscMeas,standardConc,naNomenclature,,NA,NA,stdConcentrationUnitSet,see unit,naAggrSet,genQualitySet,active,1.1,2.0,"description wording, structure",NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1002/wer.1541,see unit,see unit,see unit,NA,NA
boolean,Boolean data type,dataType,NA,The data type for boolean/binary data.,Encoded as 'TRUE' or 'FALSE',naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,booleanAggrSet,NA,active,2.0,2.0,added in V2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,15
booleanSet,Boolean value set,catSet,NA,Set that contains the valid possible values for a boolean measure (TRUE or FALSE).,NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,booleanSet,NA,NA,booleanAggrSet,genQualitySet,active,2.0,2.0,added in V2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,categorical,NA,NA,0,30
brsv,Bovine respiratory syncytial virus group,measure,NA,Bovine respiratory syncytial virus.,NA,Bio,naSpecimenSet,anyCompartment,virusMisc,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,genQualitySet,active,2.0,2.0,added in V2.0,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,see unit,see unit,NA,NA
brsvCul,brsv culture Spike Target,category,NA,Cultured bovine respiratory syncytial virus (BRSV) is used as the recovery efficiency control target.,NA,Bio,saSpecimen,anyCompartment,procGrp,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
brsvN,BRSV-N,measure,NA,bovine respiratory syncytial virus capsid protein gene region,NA,Bio,saSpecimen,anyCompartment,virusMisc,allele,naNomenclature,,NA,NA,geneticUnitSet,see unit,naAggrSet,genQualitySet,active,1.0,2.0,added in V2.0,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,see unit,see unit,see unit,NA,NA
brsvVac,brsv vaccine Spike Target,category,NA,The bovine respiratory syncytial virus (BRSV) vaccine is used as the recovery efficiency control target.,NA,Bio,saSpecimen,anyCompartment,procGrp,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
purposeID,Purpose,attribute,NA,The reason the measure or sample was taken.,"See allowed categories: report, quality control, validation study, test",naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,purposeCatSet,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,NA,NA,NA,NA,NA,NA,NA,fK,optional,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,fK,optional,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,categorical,NA,NA,0,30
polygonID,Polygon ID,attribute,NA,Unique identifier for the polygon.,A polygon is a geographic are representing the capment area of an environmental sample.,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,1.0,2.0,"description wording, structure",NA,NA,NA,NA,NA,NA,fK,optional,5,NA,NA,NA,NA,NA,NA,fK,optional,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pK,mandatory,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,10
capacityUnitSet,Capacity unit set,unitSet,NA,Unit set for capacity measurements.,NA,naDomain,naSpecimenSet,waterCompartment,naGroup,naClass,naNomenclature,,NA,NA,capacityUnitSet,quantAggScale,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,categorical,NA,NA,0,30
categorical,Categorical Data Type,dataType,NA,The data type for categorical data.,Only used for the dictionary entries of parts.,naDomain,naSpecimenSet,anyCompartment,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,booleanAggrSet,NA,active,2.0,2.0,added in V2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,15
category,Categories,partType,NA,"A category of a measure, method or attribute. ","A use-case example of categories would be how they are used to record the site where a measure is taken (partID = geoType). For the geoType attribute there are different type of sites where samples can be taken: a wastwater treatment plant, airplane holding tank, wastwater pumping station, etc. Each of these site types is recorded as a category that can be identified in categorySetID = sTypeCatSets",naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
catSet,Category sets,partType,NA,The part type for category sets.,Only used for the dictionary entries of parts.,naDomain,naSpecimenSet,anyCompartment,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,15
aggScaleID,Aggregation Scale ID,attribute,NA,A scale used for an aggregation. See partID = … Only applicable for measures and units.,NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,header,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,categorical,NA,NA,0,12
siteTypeID,Site Type,attribute,NA,Type of site or institution where sample was taken.,NA,naDomain,naSpecimenSet,naCompartmentSet,colGrp,naClass,naNomenclature,,NA,siteTypeCatSet,naUnitSet,NA,naAggrSet,NA,active,1.0,2.0,"description wording, structure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fK,mandatory,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,categorical,NA,NA,0,30
samshed,Sampleshed,attribute,NA,"A geographic area, physical space, or structure. A sample is taken from a sampleshed for a representative measurement of a substance(s).","Examples: Airplane, Long-term care home, Neighbourhood, University campus, Municipality",naDomain,naSpecimenSet,anyCompartment,colGrp,naClass,naNomenclature,,NA,shedCatSet,naUnitSet,NA,naAggrSet,sampleQualitySet,active,2.0,2.0,added in version 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,header,mandatory,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,categorical,NA,NA,0,30
addID,Address ID,attribute,NA,A unique identifier for an address.,NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fK,optional,6,NA,NA,NA,pK,mandatory,1,NA,NA,NA,fK,mandatory,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
siteID,Site ID,attribute,NA,Unique identifier for the location where a sample was taken.,NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,1.0,2.0,"description wording, structure",NA,NA,NA,NA,NA,NA,fK,mandatory,6,NA,NA,NA,NA,NA,NA,pK,mandatory,2,fK,mandatory,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
saMaterial,Sample material,attribute,NA,Type of sample.,NA,naDomain,naSpecimenSet,naCompartmentSet,colGrp,naClass,naNomenclature,,NA,sampleMatCatSet,naUnitSet,NA,naAggrSet,NA,active,1.0,2.0,description wording additional categories added (from NWSS),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fK,mandatory,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,categorical,NA,NA,0,30
cel,Degrees Celcius,unit,NA,Degrees Celsius.,NA,Phy,siSaSpecimen,anyCompartment,naGroup,naClass,naNomenclature,,$^{\circ}C,NA,naUnitSet,quantAggScale,linearAggrSet,genQualitySet,active,1.1,2.0,description wording.,input,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,float,-60,100,NA,NA
cent,Centrifugation,category,NA,Describes solid separation from a wastewater sample via centrifugation. Likely connected to other method steps prior to analysis.,NA,allDo,saSpecimen,waterCompartment,procGrp,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
centriconUf,Centricon ultrafiltration,category,NA,Centricon ultrafiltration.,NA,Che,naSpecimenSet,waterCompartment,procGrp,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,genQualitySet,active,2.0,2.0,added in V2.0,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
ceres,Ceres nanotrap,category,NA,Ceres nanotrap.,NA,Che,naSpecimenSet,waterCompartment,procGrp,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,genQualitySet,active,2.0,2.0,added in V2.0,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
cfu,CFU per 100 ml,unit,NA,Colony forming units per 100 ml of filtered sample.,NA,Bio,saSpecimen,anyCompartment,naGroup,naClass,naNomenclature,,$CFU/{100~ml}$,NA,naUnitSet,quantAggScale,linearAggrSet,genQualitySet,active,1.0,2.0,description wording.,input,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,float,0,NA,NA,NA
