langID,partID,partLabel,partDesc,partInstr,firstReleased,lastUpdated,changes,notes,
eng,fluiDpcr,Fluidigm digital PCR,Describes a PCR analysis done using FluidIGM's digital PCR technology.,NA,2.0,2.0,added in V2.0,,
eng,foggy,Foggy,"Qualitative category for the weather measure, specifying a foggy or hazy day.",NA,2.0,2.0,added in V2.0,,
eng,originCatSet,Sample Origin CatSetegory Set,The category set for storing the valid categorical values of sample origin.,NA,2.0,2.0,added in V2.0,,
eng,reportDate,Report Date,The date a measure was reported.,This date is the first date the laboratory or enity reported the measure findings to the public health or other enity who ordered the measure or is responsible for action. Use the analyses end date if the measure is part of a research study or other purpose that does not have a reporting entity.,1.0,2.0,"description wording, structure",,
eng,frna,F-Specific RNA bacteriophages,A measure for amount of F-Specific RNA bacteriophages.,NA,2.0,2.0,added in V2.0,,
eng,frnaG2,"F-Specific RNA bacteriophages, G2",A measure for amount of G2 F-Specific RNA bacteriophages.,NA,2.0,2.0,added in V2.0,,
eng,frozen,Sample frozen,Sample was frozen before analysis or processing,NA,2.0,2.0,added in V2.0,,
eng,fst,Field sample temperature,Temperature that the sample is stored at while it is being sampled. This field is mainly relevant for composite samples which are either kept at ambient temperature or refrigerated while being sampled.,NA,1.0,2.0,NA,,
eng,name,Name,"Name of a domain, specimen, group, class, attribute, unit, nomeclature or other entity.","Name of any entity. Use a prefix to distinguish names from different report tables. See fully specified name (FSN) list.  i.e. Si-name = Site name, Po-name = Polygon name, Or-name = Organization name, Me-name = Method-name.",2.0,2.0,added in V2.0,,
eng,g215c,g215c delta-variant gene target,g215c delta-variant gene target,NA,2.0,2.0,added in V2.0,,
eng,g339d,g339d omicron-variant gene target,g339d omicron-variant gene target,NA,2.0,2.0,added in V2.0,,
eng,g496s,g496s omicron-variant gene target,g496s omicron-variant gene target,NA,2.0,2.0,added in V2.0,,
eng,g662s,g662s delta-variant gene target,g662s delta-variant gene target,NA,2.0,2.0,added in V2.0,,
eng,gam,Gamma,P.1,NA,2.0,2.0,added in V2.0,,
eng,gcCrA,Gene Copies per Copy of crAssphage,Gene or variant copies per copy of crAssphage.,NA,1.0,2.0,description wording.,,
eng,gcD100,"gene copies per day per 100,000","The unit for measures reflecting the gene copies per day per 100,000 people in the population.",NA,2.0,2.0,added in V2.0,,
eng,gcGs,Gene Copies per Gram Solids,Gene or variant copies per gram solids.,NA,1.0,2.0,description wording.,,
eng,gcL,Gene Copies per L,Gene or variant copies per litre.,NA,1.0,2.0,description wording.,,
eng,gcMl,Gene Copies per mL,Gene or variant copies per millilitre of solution.,NA,1.0,2.0,description wording.,,
eng,gcPpmov,Gene Copies per PMMoV Copy,Gene or variant copies per copy of PMMoV.,NA,1.0,2.0,description wording.,,
eng,geneticUnitSet,Genetics unit set,Unit set for genetic-related measurements.,NA,2.0,2.0,added in V2.0,,
eng,genQualitySet,Generic Quality Flag Set,A the quality set for flags to indicate if there is a quality concern about a given generic measure or sample.,"1 = quality concern, 0 = no quality concern.",1.0,2.0,"description wording, structure",,
eng,dorm,Higher education domitory or residential building,Higher education domitory or residential building,NA,2.0,2.0,added in V2.0,,
eng,license,License,The lience of a dataset.,NA,2.0,2.0,added in V2.0,,
eng,model,Model,Model number or version of the instrument.,NA,1.0,2.0,added in V2.0,,
eng,stateProvReg,"State, Province, or Region","The state, province, or region where a site or organization is located; part of the address.",NA,1.0,2.0,"description wording, structure",,
eng,outbreakCatSet,Outbreak category set,CatSetegory set for the valid values of the outbreak measure.,NA,2.0,2.0,added in V2.0,,
eng,descr,Description,A detailed description as an attirbute for describing results or program elements.,A description of the part that serves a clear presentation of the part to a wide audience including techinical and not techincal staff. A description should allow any person who generates environment surveillance data to know how to identify how to record their data elements in the ODM. partReference can be used to further describe a part.,2.0,2.0,added in V2.0,,
eng,gm3,Gram per cubic metre,Density unit.,Used for absolute humidity and other measures.,2.0,2.0,added in V2.0,,
eng,gmn,Geometric Mean,Geometric mean.,NA,1.0,2.0,NA,,
eng,govt,Government agency organization type,"The category of organization type used for government agencies, programs, or crown-owned bodies.",NA,2.0,2.0,added in V2.0,,
eng,graSet,Gravity settling,"Describes solid separation from a wastewater sample where the sample material is allowed to settle by gravity, and then separated.",NA,2.0,2.0,added in V2.0,,
eng,grb,Grab sample,A single large representative grab sample.,"Use collectionPeriod to describe how many hours the sample was taken. If the sample is a composite of grab samples, collectionNum to record the number of samples.",1.0,2.0,"description wording, structure",,
eng,group,Groups,A collection of related measures.,See partID = groupID.,2.0,2.0,added in V2.0,,
eng,contactsOrder,Contacts table column order,Specifies the order of the columns in a Contacts table.,NA,2.0,2.0,added in V2.0,,
eng,pcrCatSet,PCR Method CatSetegory Set,The category set capturing containing all of the valid methods for the PCR methodID.,NA,2.0,2.0,added in version 2,,
eng,header,Header,Header for a table. Also known as a table variable or enitiy relationship 'attribute'.,Header is the top row or the variable name in a table.,2.0,2.0,added in V2.0,,
eng,pHDept,Public Health Department or Region,The public health department or region where the site or institute is located. See also `healthRegion` if there is a separate regional health care delivery authority.,NA,1.1,2.0,"description wording, structure",,
eng,heatInacSARS,Heat inactivated sars-cov-2 virus Spike Target,Heat inactivated SARS-CoV-2 virus is used as the recovery efficiency control target.,NA,2.0,2.0,added in V2.0,,
eng,hepGRna,hep g armored rna,Measure of the amount Hepatitis G Armored RNA.,NA,2.0,2.0,added in V2.0,,
eng,hepGRnaMat,hep g armored rna Spike Target,Hepatitis G armored RNA is used as the recovery efficiency control target.,NA,2.0,2.0,added in V2.0,,
eng,hlthReg,Sewer Network Health Region,Health region served by the sewer network,NA,1.0,2.0,Name Change (from Polygon Type),,
eng,hma,Hand Measurement,Handheld measurement analyzer.,A handheld measurement analyzer.,1.0,2.0,"description wording, structure",,
eng,hollowFiberUF,Hollow fiber dead end ultrafiltration,Hollow fiber dead end ultrafiltration,NA,2.0,2.0,added in V2.0,,
eng,hosa,General Hospital Admissions,Hospital admissions or patients newly admitted to hospital.,NA,1.0,2.0,now a unit for any group or biologic infection,,
eng,hosc,Hospital Census,Hospital census or the number of people admitted with an ailment.,NA,1.0,2.0,now a unit for any group or biologic infection,,
eng,estuary,"Estuary, natural water body","Estuary, natural water body",NA,1.0,2.0,"description wording, structure",,
eng,hoTaWa,Holding Tank Wastewater Depreciated,"Wastewater from a holding tank, such as from an airplane or ship","Deprecated in version 2, please do not use. Duplicate of the sampleMat categories - refer to those.",1.0,2.0,depreciated,,
eng,htSam,Holding tank wastewater,"Wastewater sampled from a holding tank, such as from an airplane or ship",NA,2.0,2.0,NA,,
eng,FiNa,First Nation,"Used to categorize a sampleshed that is a First Nation, or on reserve lands.","Likely for internal use only, Indigenous data can and should not be shared without explicit consent of the nation in quesiton.",2.0,2.0,added in V2.0,,
eng,popDateTypeCatSet,Case reporting date category set,CatSetegory set for the date of case reporting.,NA,1.0,2.0,added in version 2;depreciated,,
eng,humClass,Humidity class,Specifies a collection of measures/methods related to humidity.,NA,2.0,2.0,added in V2.0,,
eng,i1566v,i1566v omicron-variant gene target,i1566v omicron-variant gene target,NA,2.0,2.0,added in V2.0,,
eng,i3758v,i3758v omicron-variant gene target,i3758v omicron-variant gene target,NA,2.0,2.0,added in V2.0,,
eng,i82t,i82t delta-variant gene target,i82t delta-variant gene target,NA,2.0,2.0,added in V2.0,,
eng,ICD,International Classification of Diseases,Classification system for diseases in humans.,NA,2.0,2.0,added in V2.0,,
eng,icu,Intensive care unit patients,Units for describing a population measure of patients who are in intensive care due to a given cause.,Unit for a population or disease measure to explain population-level clinical effects.,2.0,2.0,added in V2.0,,
eng,fractionID,Fraction analyzed,Fraction of the sample that is analyzed.,NA,1.0,2.0,"description wording, structure",,
eng,inhibMe,Inhibition measure,Parameter to report whether or not inhibition was detected in the sample.,Binary measure - detected or no.,1.1,2.0,structure change,,
eng,inhibMeth,Inhibition method,Description of the method used to evaluate molecular inhibition.,Description of the inhibition parameters.,1.0,2.0,structure change,,
eng,innovaprepUF,Innovaprep ultrafiltration,Innovaprep ultrafiltration,NA,2.0,2.0,added in V2.0,,
eng,input,Input,Input for a table. Indicates an allowable measure or method within an input table.,"`input` is used to indicate an allowable measure or method for a MeasureReport or MethodReport table. For example, covN1 is a specific measure that can be entered in the measureID field. Therefore, covN1 is has a value 'input' in the ReportTable column in the parts list. ODM users can generate their own custom template by modifying using the value 'input' for only the measures or methods that are applicable for their program.",2.0,2.0,added in V2.0,,
eng,contactsRequired,Requirements of contacts table,Specifies the columns required in a Contacts table.,NA,2.0,2.0,added in V2.0,,
eng,datasets,Dataset Table,A report table for capturing details about data's parental data set and data custodians. Supplying attribution for data collectors.,NA,2.0,2.0,added in V2.0,,
eng,instrumentTypeOther,Other instrument,Type of instrument other than those included in the PHES-ODM.,An other type of measurement instrument. Add description to  notes. See documentation for how to request new instruments added to the dictionary.,1.0,2.0,"description wording, structure",,
eng,polyPop,Polygon Population,"An attribute of a polygon, which specifies the population of that polygon. A rough estimate of the number of human residents.",NA,2.0,2.0,added in version 2,,
eng,purposeCatSet,Sample or Measure Purpose CatSetegory Set,CatSetegory set for the purpose of the sample or measure.,NA,2.0,2.0,added in version 2,,
eng,healthReg,Health Planning Region,The health planning authority where is site or insititute is located. See also `publicHealthDepartment`,NA,1.1,2.0,"description wording, structure",,
eng,integer,Integer Data Type,The data type for integers.,Only used for the dictionary entries of parts.,2.0,2.0,added in V2.0,,
eng,inter,intercept,Intercept value of the calibration curve.,"Used for storing calibration curve information, potentially also applicable for other curve types.",2.0,2.0,added in V2.0,,
eng,ip2ip4,Combined ip2 and ip4 sars-cov-2 gene target,Combined ip2 and ip4 sars-cov-2 gene target,NA,2.0,2.0,added in V2.0,,
eng,ISO6391,ISO639-1,The first part of the ISO 639 series of international standards for language codes. Part 1 covers the registration of two-letter codes. There are 183 two-letter codes registered as of June 2021. The registered codes cover the world's major languages.,Part of the metedata for a languageID.,2.0,2.0,added in V2.0,,
eng,ISO6392B,ISO639-2B,"A set of international standards that lists short codes for language names. These ISO639-2 are the three-letter codes defined in part two (ISO 639-2) of the standard, including the corresponding two-letter (ISO 639-1) codes where they exist. The 'B' specifies the bibliographic code (B code).",Part of the metedata for a languageID.,2.0,2.0,added in V2.0,,
eng,ISO6392T,ISO639-2T,"A set of international standards that lists short codes for language names. These ISO639-2 are the three-letter codes defined in part two (ISO 639-2) of the standard, including the corresponding two-letter (ISO 639-1) codes where they exist. The 'T' specifies the terminological code (T code).",Part of the metedata for a languageID.,2.0,2.0,added in V2.0,,
eng,ISO6393,ISO639-3,A set of international standards that lists short codes for language names. ISO 639-3 extends the ISO 639-2 alpha-3 codes with an aim to cover all known natural languages.,Part of the metedata for a languageID.,2.0,2.0,added in V2.0,,
eng,ISO6396,ISO639-6,"A set of international standards that lists short codes for language names. ISO 639-6 builds off ISO639-3 with the use of four-letter codes, and allowing users to differenciate between variants of languages and language families, such as histroical vs. revived versions of languages.",Part of the metedata for a languageID.,2.0,2.0,added in V2.0,,
