langID,partID,partLab,partDesc,partInstr
en,name,Name,"Name of a domain, specimen, group, class, attribute, unit, nomeclature or other entity.","Name of any entity. Use a prefix to distinguish names from different report tables. See fully specified name (FSN) list.  i.e. Si-name = Site name, Po-name = Polygon name, Or-name = Organization name, Me-name = Method-name. "
en,insTypeCat,Instrument category set,List of instruments that are used for measures and methods,NA
en,model,Model,Model number or version of the instrument.,NA
en,integer,Integer Data Type,The data type for integers.,Only used for the dictionary entries of parts.
en,inter,intercept,Intercept value of the calibration curve.,"Used for storing calibration curve information, potentially also applicable for other curve types."
en,ip2ip4,Combined ip2 and ip4 sars-cov-2 gene target,Combined ip2 and ip4 sars-cov-2 gene target,NA
en,ISO6391,ISO639-1,The first part of the ISO 639 series of international standards for language codes. Part 1 covers the registration of two-letter codes. There are 183 two-letter codes registered as of June 2021. The registered codes cover the world's major languages.,Part of the metedata for a languageID.
en,ISO6392B,ISO639-2B,"A set of international standards that lists short codes for language names. These ISO639-2 are the three-letter codes defined in part two (ISO 639-2) of the standard, including the corresponding two-letter (ISO 639-1) codes where they exist. The 'B' specifies the bibliographic code (B code).",Part of the metedata for a languageID.
en,ISO6392T,ISO639-2T,"A set of international standards that lists short codes for language names. These ISO639-2 are the three-letter codes defined in part two (ISO 639-2) of the standard, including the corresponding two-letter (ISO 639-1) codes where they exist. The 'T' specifies the terminological code (T code).",Part of the metedata for a languageID.
en,ISO6393,ISO639-3,A set of international standards that lists short codes for language names. ISO 639-3 extends the ISO 639-2 alpha-3 codes with an aim to cover all known natural languages. ,Part of the metedata for a languageID.
en,ISO6396,ISO639-6,"A set of international standards that lists short codes for language names. ISO 639-6 builds off ISO639-3 with the use of four-letter codes, and allowing users to differenciate between variants of languages and language families, such as histroical vs. revived versions of languages.",Part of the metedata for a languageID.
en,j,Weak signal extrapolation,Analytical result falls below the lowest concentration of the experiment-specific standard curve but above the y-intercept value; the reported value is based on the extrapolation of the standard curve in the non-linear region.,NA
en,k856r ,k856r omicron-variant gene target,k856r omicron-variant gene target,NA
en,kgS,Kilogram per second,Kilograms per second.,NA
en,kl,Kilolitres,Kilolitres of volume,NA
en,l,Litres,Litres of volume,NA
en,l452r,l452r delta-variant gene target,l452r delta-variant gene target,NA
en,l981f ,l981f omicron-variant gene target,l981f omicron-variant gene target,NA
en,labDef,Lab ID default,Used as default when a new sample is created by this reporter. See ID in Lab table.,"Deprecated as of version 2, no defaults please specify."
en,labDuplicate,Laboratory Duplicate ,Second (time or more) processing and analysis of sample. Usually for general chemistry or metals analyses.,NA
en,labID,Lab ID,Unique identifier for a laboratory.,NA
en,lagoon,Lagoon system,Logoon system for extensive wastewater treatment,NA
en,lake,"Lake,  natural water body","Lake, natural water body",NA
en,lamba,Lambda,C.37,NA
en,langFam,Language family,Specifies the language family of a given language for translation and language tracking purposes.,Part of the metedata for a languageID.
en,langName,Language name,Specifies the name of the language in roman alphabet characters for translation and language tracking purposes.,Part of the metedata for a languageID.
en,langID,Language ID,"Language code for translation purposes. Specifies the langage for each translation, other than the default English.",Follow the ISO639-3 codes for now.
en,languageLUs,Language Look-up Table,"Look up table for all languages, used to give structure to the translation table.",NA
en,descr,Description,A detailed description as an attirbute for describing results or program elements.,A description of the part that serves a clear presentation of the part to a wide audience including techinical and not techincal staff. A description should allow any person who generates environment surveillance data to know how to identify how to record their data elements in the ODM. partReference can be used to further describe a part.
en,lastName,Last Name of Contact,Specifies the last name of a given contact.,NA
en,lastUp,Last Updated,The version in which a part was last released.,NA
en,lastUpdated,Last updated date,The date that the part was last updated.,Any change to the part of list will result in an update in the lastUpdated field to the dictionary version where the update occurred. 
en,latExp,Latext Expression Column,Latext expression used to generate math formulas for units. ,"Only relevant for units, other parts will not have these."
en,lBC,Low breadth of coverage,The percentage of the genome covered by reads (ie the breadth) is low.,"If there are multiple issues to flage, use the multiple issues flag and explain the details in the notes section."
en,lcsd,Laboratory Control Sample Duplicate,"Known amounts of an analyte or representative compounds are added to a second ""clean"" matrix (lab water or clean sand) in laboratory. Duplicate of LCS",NA
en,lDC,Low depth of coverage,"Poor coverage, ie. an insufficient number of reads or too many sequencing reads that are mapped incorrectly.","If there are multiple issues to flage, use the multiple issues flag and explain the details in the notes section."
en,leaked,Leaked Sample,"Sample leaked, some volume and material was lost.",NA
en,li,Link,Link to an external reference that describes the geometry of the polygon.,"Deprecated as of version 2, please avoid use. Use referenceLink instead."
en,license,License,The lience of a dataset.,NA
en,linearAggrSet,Linear Scale Aggregation Set,The aggregation set that contains all aggregations that exist on the linear scale (rather than logorithmic or qualitative).,NA
en,liq,Liquid fraction,Liquid fraction of a sample.,NA
en,localHA,Access to local ha,"If this is 'no', the, data will not be available to local health authorities. If missing, data will be available to local health authorities.",NA
en,lod,Limit of detection (LOD),Lod,Limit of detection (LOD) for this method if one exists.
en,logAggrSet,Logarithmic Scale Aggregation Set,The aggregation set that contains all aggregations that exist on the logarithmic scale (rather than linear or qualitative).,NA
en,loq,Limit of quantification (LOQ),Loq,Limit of quantification (LOQ) for this method if one exists.
en,lowerCI95,Lower limit of a 95% confidence interval,Specifies the the lower limit of a 95% confidence interval.,"Should typically be linked to an upper limit, and some indication of data spread (ie. standard deviation), and a mean/median measure."
en,lowVol,Low-volume sample,"Sample is low-volume, but was run regardless. ",NA
en,ltcf,Long-term care facility,A residential healthcare facility that provides 24-medical care. These are also called skilled nursing facilities.,NA
en,ltcfAl,Long-term care - assisted living or retirement home,A residential facility that provides assistance with daily care but generally does not provide skilled nursing care. ,NA
en,ltcfO,Other long-term care,"Other residential facilities that provide daily and/or medical care, but are not defined as nursing home/skilled nursing facilities or assisted living facilities. ",NA
en,ltDpcr,life technologies digital PCR,Describes a PCR analysis done using Life Technologies' digital PCR technology.,NA
en,lysi,Lysis buffer,Lysis buffer.,NA
en,m3D,Cubic metres per day,Cubic metres per day.,NA
en,m3H,Cubic metres per hour,Cubic metres per hour.,NA
en,m3S,Cubic metres per second,Cubic metre per second.,NA
en,max,Maximum Value,Highest value in a range of values.,NA
en,maxLength,Maximum Length,The minimum length of a part. ,NA
en,maxValue,Maximum Value Dictionary,The maximum value of a part.,NA
en,me,Arithmetic Mean,Arithmetic mean.,NA
en,measGrp,Measurement group,A group of measures that cannot be otherwise categorized.,NA
en,measOther,Other Measure,"Other measure, not otherwise specified in measures.",Add description to categoryOther.
en,measOtherDesc,Other Measure Description,Description of other measure (measOtherDesc).,NA
en,measure,Measure Part Type,"An observation recorded from a specimen (i.e. a site, sample, person or population).",NA
en,measID,Measure ID,"A measure or observation of any substance including a biological, physical or chemical substance.",Measures are organized into groups and classes (sub-groups). 
en,measRepID,Measure report ID,Unique identifier a measurement within the Measure table.,NA
en,measures,Measure Report Table,The table that contains information and details about a given measure,adapt from verson 1 documentation
