partID,partLabel,partType,partDesc,partInstr,domainID,specimenSet,compartSet,groupID,classID,nomenclatureID,ontologyRef,latExp,catSetID,unitSetID,aggScaleID,aggSetID,qualitySetID,status,firstRel,lastUp,changes,methodSteps,methodStepsRequired,methodStepsOrder,methodSets,methodSetsRequired,methodSetsOrder,measures,measuresRequired,measuresOrder,measureSets,measureSetsRequired,measureSetsOrder,datasets,datasetsRequired,datasetsOrder,sites,sitesRequired,sitesOrder,samples,samplesRequired,samplesOrder,addresses,addressesRequired,addressesOrder,contacts,contactsRequired,contactsOrder,organizations,organizationsRequired,organizationsOrder,instruments,instrumentsRequired,instrumentsOrder,polygons,polygonsRequired,polygonsOrder,languageLUs,translationLUs,partLUs,setLUs,refLink,dataType,minValue,maxValue,minLength,maxLength
bcov,bcov,measure,Measure of the amount of bovine coronavirus.,NA,Bio,saSpecimen,anyCompartment,virusMisc,naClass,naNomenclature,,NA,NA,geneticUnits,see unit,naAggrSet,genQualitySet,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,see unit,see unit,see unit,0,30
bcovCul,bcov culture Spike Target,category,Cultured bovine coronavirus is used as the recovery efficiency control target.,NA,Bio,saSpecimen,anyCompartment,procGrp,naClass,naNomenclature,,NA,spikeTargetCatSet,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
bcovVac,bcov vaccine Spike Target,category,The bovine coronavirus vaccine is used as the recovery efficiency control target.,NA,Bio,saSpecimen,anyCompartment,procGrp,naClass,naNomenclature,,NA,spikeTargetCatSet,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
beeExtractFloc,Beef extract flocculation,category,Beef extract flocculation.,NA,Che,naSpecimenSet,waterCompartment,procGrp,naClass,naNomenclature,,NA,methodConcCat,naUnitSet,NA,naAggrSet,genQualitySet,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
beta,Beta,measure,B.1.351,NA,Bio,saSpecimen,anyCompartment,sarsCov2,variant,who,,NA,NA,geneticUnits,NA,naAggrSet,genQualitySet,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,see unit,see unit,see unit,NA,NA
bio,Biologic,domain,A living organism or biological substance.,NA,Bio,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,input,NA,NA,varchar,NA,NA,0,30
bioRadDdpcr,digital droplet emulsification PCR,category,Describes a PCR analysis done using BioRad's digital droplet emulsification PCR technology.,NA,Bio,saSpecimen,anyCompartment,naGroup,naClass,naNomenclature,,NA,pcrCatSet,naUnitSet,NA,naAggrSet,pcrQualitySet,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
blob,Sewer network file link depreciated,attribute,Link to a file that has any detailed information about the sewer network associated with the site (any format).,NA,naDomain,naSpecimenSet,waterCompartment,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,depreciated,2.0,2.0,deprecated,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
blob,Binary Large Object (BLOB) Data Type,dictionary,The data type for Binary Large Object (BLOB) data.,Only used for the dictionary entries of parts.,naDomain,naSpecimenSet,anyCompartment,naGroup,naClass,naNomenclature,,NA,dataTypeCatSet,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,input,NA,NA,varchar,NA,NA,0,15
boc,Breadth of coverage (>=5x depth),unit,Positions with read depth greater or equal to 5. ,Report as percentage of positions.,Bio,saSpecimen,anyCompartment,naGroup,naClass,naNomenclature,,$$,NA,naUnitSet,quantitative,naAggrSet,genQualitySet,active,2.0,2.0,Issue #120,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,integer,0,100,0,10
bod5c,5-Day Carbonaceous Biochemical Oxygen Demand,measure,"The quantity of oxygen utilized for the biochemical degradation of organic matter under standard laboratory procedures in five (5) days in the presence of a nitrification inhibitor, expressed in milligrams per litre (mg/l).",NA,Bio,siSpecimen,waterCompartment,miscMeas,standardConc,naNomenclature,,NA,NA,stdConcentrationUnits,see unit,naAggrSet,genQualitySet,active,1.0,2.0,"description wording, structure",NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,https://doi.org/10.1002/wer.1541,see unit,see unit,see unit,0,null
bod5t,5-day Total Biochemical Oxygen Demand,measure,5 day total biochemical oxygen demand.,NA,Bio,siSpecimen,waterCompartment,miscMeas,standardConc,naNomenclature,,NA,NA,stdConcentrationUnits,see unit,naAggrSet,genQualitySet,active,1.0,2.0,"description wording, structure",NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,https://doi.org/10.1002/wer.1541,see unit,see unit,see unit,0,null
bool,Boolean,unit,Boolean data type.,Encoded as 'true' or 'false',naDomain,anySpecimen,naCompartmentSet,naGroup,naClass,naNomenclature,,$booleen$,NA,naUnitSet,quantitative,naAggrSet,NA,active,1.0,2.0,description wording.,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,boolean,0,1,1,1
boolean,Boolean Data Type,dictionary,The data type for boolean/binary data.,Only used for the dictionary entries of parts.,naDomain,naSpecimenSet,anyCompartment,naGroup,naClass,naNomenclature,,NA,dataTypeCatSet,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,input,NA,NA,varchar,NA,NA,0,15
booleanAggr,Boolean Aggregation,aggregation,Boolean aggregation.,NA,allDo,anySpecimen,anyCompartment,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,other,naAggrSet,NA,active,2.0,2.0,added in V2.0,input,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,see unit,see unit,NA,NA
boolUnits,Boolean unit set,unitSet,Unit set that contains the valid possible values for a boolean measure (TRUE or FALSE).,NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,NA,booleanUnits,qualitative,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,input,NA,NA,categorical,NA,NA,NA,NA
brsv,Bovine respiratory syncytial virus group,measure,Bovine respiratory syncytial virus.,NA,Bio,naSpecimenSet,anyCompartment,virusMisc,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
brsvCul,brsv culture Spike Target,category,Cultured bovine respiratory syncytial virus (BRSV) is used as the recovery efficiency control target.,NA,Bio,saSpecimen,anyCompartment,procGrp,naClass,naNomenclature,,NA,spikeTargetCatSet,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
brsvN,BRSV-N,measure,bovine respiratory syncytial virus capsid protein gene region,NA,Bio,saSpecimen,anyCompartment,virusMisc,allele,naNomenclature,,NA,NA,geneticUnits,see unit,naAggrSet,genQualitySet,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,see unit,see unit,see unit,0,30
brsvVac,brsv vaccine Spike Target,category,The bovine respiratory syncytial virus (BRSV) vaccine is used as the recovery efficiency control target.,NA,Bio,saSpecimen,anyCompartment,procGrp,naClass,naNomenclature,,NA,spikeTargetCatSet,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
bSwrPpl,Branch sewer pipleline,category,"Specifies a site type that is collection pipe that run lateral to other municpal sewer lines, allowing drainage into the main sewer.",NA,naDomain,naSpecimenSet,waterCompartment,colGrp,naClass,naNomenclature,,NA,siteTypeCat,naUnitSet,NA,naAggrSet,NA,active,1.0,2.0,"description wording, structure",NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,input,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,NA,NA
buildCO,Building cleanout,category,Specifies a site type that is a capped pipe that connects to a building's main sewer line.,NA,naDomain,naSpecimenSet,waterCompartment,colGrp,naClass,naNomenclature,,NA,siteTypeCat,naUnitSet,NA,naAggrSet,NA,active,1.0,2.0,"description wording, structure",NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,input,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,NA,NA
capacityUnits,Capacity unit set,unitSet,Unit set for capacity measurements.,NA,naDomain,naSpecimenSet,waterCompartment,naGroup,naClass,naNomenclature,,NA,NA,capacityUnits,quantitative,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,input,NA,NA,categorical,NA,NA,NA,NA
categorical,Categorical Data Type,dictionary,The data type for categorical data.,Only used for the dictionary entries of parts.,naDomain,naSpecimenSet,anyCompartment,naGroup,naClass,naNomenclature,,NA,dataTypeCatSet,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,input,NA,NA,varchar,NA,NA,0,15
category,Category Part Type,dictionary,"A category of a measure, method or attribute. ","A use-case example of categories would be how they are used to record the site where a measure is taken (partID = geoType). For the geoType attribute there are different type of sites where samples can be taken: a wastwater treatment plant, airplane holding tank, wastwater pumping station, etc. Each of these site types is recorded as a category that can be identified in categorySetID = sTypeCats",naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,partTypeCat,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,input,NA,NA,varchar,NA,NA,NA,NA
catSetPT,Category Set Part Type,dictionary,The part type for category sets.,Only used for the dictionary entries of parts.,naDomain,naSpecimenSet,anyCompartment,naGroup,naClass,naNomenclature,,NA,partTypeCat,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,input,input,NA,varchar,NA,NA,0,15
catSetID,Category Set ID,attribute,"The category set that corresponds to a given part. A set of categories used for a method or measure. Only applicable for categorical fields, and the categories that populate them.",NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,header,NA,NA,categorical,NA,NA,0,12
ccc,Long term acute care hospital,category,"Acute care hospitals, or complex contuing care, that provide care for patients with average length of stay longer than 25 days. ",NA,naDomain,naSpecimenSet,anyCompartment,naGroup,naClass,naNomenclature,,NA,shedCat,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,NA,NA
cDT,Collection date time,attribute,"for grab samples this is the date, time and timezone the sample was taken.",NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,1.0,2.0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,header,mandatory,15,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,datetime,NA,NA,NA,NA
cDTEnd,Collection date time end,attribute,"For integrated time average samples this is the date, time and timezone the sample was finished being taken.",NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,1.0,2.0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,header,optional,17,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,datetime,NA,NA,NA,NA
cDTStart,Collection date time start,attribute,"For integrated time averaged samples this is the date, time and timezone the sample was started being taken.",NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,1.0,2.0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,header,optional,16,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,datetime,NA,NA,NA,NA
cdc,Child day care,category,Child day care facility.,NA,naDomain,naSpecimenSet,anyCompartment,colGrp,naClass,naNomenclature,,NA,shedCat,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,input,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,NA,NA
cel,Degrees Celcius,unit,Degrees Celsius.,NA,Phy,siSaSpecimen,anyCompartment,naGroup,naClass,naNomenclature,,$^{\circ}C,NA,naUnitSet,quantitative,naAggrSet,genQualitySet,active,1.0,2.0,description wording.,Input,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,float,-60,100,0,NA
cent,centrifugation,category,Describes solid separation from a wastewater sample via centrifugation. Likely connected to other method steps prior to analysis.,NA,allDo,saSpecimen,waterCompartment,procGrp,naClass,naNomenclature,,NA,solidSeparationCat,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
centriconUf,Centricon ultrafiltration,category,Centricon ultrafiltration.,NA,Che,naSpecimenSet,waterCompartment,procGrp,naClass,naNomenclature,,NA,methodConcCat,naUnitSet,NA,naAggrSet,genQualitySet,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
ceres,Ceres nanotrap,category,Ceres nanotrap.,NA,Che,naSpecimenSet,waterCompartment,procGrp,naClass,naNomenclature,,NA,methodConcCat,naUnitSet,NA,naAggrSet,genQualitySet,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
cfu,CFU per 100 ml,unit,Colony forming units per 100 ml of filtered sample.,NA,Bio,saSpecimen,anyCompartment,naGroup,naClass,naNomenclature,,$CFU/{100~ml}$,NA,naUnitSet,quantitative,naAggrSet,genQualitySet,active,2.0,2.0,description wording.,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,float,0,NA,0,NA
cfu100Ml,Colony-forming units,unit,"The number of bacteria or fungal cells in a sample which are viable, able to multiply via binary fission under the controlled conditions. ",NA,Bio,siSaSpecimen,surfaceWaterCompartment,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,quantitative,naAggrSet,genQualitySet,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,integer,0,NA,0,10
changes,Changes Column,dictionary,A column for recording the changes from version 1 of the ODM to version 2.,NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,header,NA,NA,varchar,NA,NA,NA,NA
changes,Changes,dictionary,A description of the changes to the listed part since the previous version.,Use this column as a short-hand change log for dictionary development.,naDomain,naSpecimenSet,waterCompartment,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,header,NA,NA,NA,NA,NA,NA
che,Chemical,domain,A chemical compound.,NA,Che,anySpecimen,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,input,NA,NA,varchar,NA,NA,0,30
chemVir,Chemagic viral dna/rna 300 kit,category,Nucleic acid extraction performed using the chemagic viral dna/rna 300 kit.,NA,Bio,saSpecimen,anyCompartment,procGrp,naClass,naNomenclature,,NA,extractCatSet,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
children,Children,attribute,If this is a sample with many smaller samples either because of pooling or sub-sampling this indicates a comma separated list of child sampleID's.,NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,depreciated,1.0,1.0,deprecated,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
addL2,Address Line 2,attribute,Line 2 (the unit number) for a given address.,NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,header,optional,4,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
cK,Composite key,category,Composite key for a table.,NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,tableCat,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
clari,Clarified sample,category,Clarified sample.,NA,naDomain,naSpecimenSet,waterCompartment,procGrp,naClass,naNomenclature,,NA,spikeMatCat,naUnitSet,NA,naAggrSet,sampleQualitySet,active,1.0,2.0,NA,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,NA,NA
class,Class Part Type,dictionary,A class is a collection of one or more related measures or methods within a group. A group can have one more more classes to describe different parts or the class. ,See partID = classID.,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,partTypeCat,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,input,NA,NA,varchar,NA,NA,NA,NA
classID,Class ID,attribute,"A unique identifier for a class, which is akin to a sub-group; it's a way of grouping parts within a given groupID. A group can have one or more classes to describe different parts of the class. ","Currently, class is only used for biologics. For example, SARS-CoV-2 is a group of measures with the following classes of allele, variant, mutation, sequence, and protein.",naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,fK,optional,15,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,header,NA,NA,categorical,NA,NA,0,30
cloudy,Cloudy,category,"Qualitative category for the weather measure, specifying an overcast day with no rain.",NA,Phy,siSpecimen,anyCompartment,siteFeat,naClass,naNomenclature,,NA,weathCatSet,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
cm,Centimetres,unit,Unit part for the SI unit of centimetres.,NA,Phy,siSpecimen,anyCompartment,naGroup,naClass,naNomenclature,,$cm$,NA,naUnitSet,quantitative,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,float,0,NA,0,NA
co2,Carbon Dioxide ,measure,A measure of an amount or concentraion of carbon dioxide.,NA,Che,siSaSpecimen,waterCompartment,miscMeas,naClass,naNomenclature,,NA,NA,dissGasUnits,see unit,naAggrSet,genQualitySet,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,see unit,see unit,see unit,0,30
cod,Chemical Oxygen Demand,measure,Chemical oxygen demand.,NA,Che,siSaSpecimen,waterCompartment,miscMeas,standardConc,naNomenclature,,NA,NA,stdConcentrationUnits,see unit,naAggrSet,genQualitySet,active,1.0,2.0,"description wording, structure",NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,see unit,see unit,see unit,0,30
colGrp,Collection group,group,A group of measurement-like attributes related to sample collection.,NA,allDo,saSpecimen,anyCompartment,colGrp,naClass,naNomenclature,,NA,NA,naUnitSet,see unit,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,input,NA,NA,varchar,NA,NA,0,30
collectCat,Sample collection category set,categorySet,The category set for sample collection.,NA,naDomain,naSpecimenSet,anyCompartment,naGroup,naClass,naNomenclature,,NA,collectCat,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,input,NA,NA,categorical,NA,NA,NA,NA
