Version,2.3.0,,,,,,,,
translationID,lang,partID,label,partDesc,partInstr,firstReleased,lastUpdated,changes,notes
engcdc,eng,cdc,Child day care,Child day care facility.,NA,2.0.0,2.0.0,added in V2.0.0,
engcdcCovEIDTFor,eng,cdcCovEIDTFor,Sarbeco_E forward primer (IDT),Sarbeco_E forward primer (IDT),NA,2.2.0,2.2.0,added in V2.2.0,
engcdcCovEIDTProbe,eng,cdcCovEIDTProbe,Sarbeco_E probe (IDT),Sarbeco_E probe (IDT),NA,2.2.0,2.2.0,added in V2.2.0,
engcdcCovEIDTRev,eng,cdcCovEIDTRev,Sarbeco_E reverse primer (IDT),Sarbeco_E reverse primer (IDT),NA,2.2.0,2.2.0,added in V2.2.0,
engcdcCovN1IDTFor,eng,cdcCovN1IDTFor,2019-nCoV_N1 forward primer (IDT),2019-nCoV_N1 forward primer (IDT),NA,2.2.0,2.2.0,added in V2.2.0,
engcdcCovN1IDTProbe,eng,cdcCovN1IDTProbe,2019-nCoV_N1 probe (IDT),2019-nCoV_N1 probe (IDT),NA,2.2.0,2.2.0,added in V2.2.0,
engcdcCovN1IDTRev,eng,cdcCovN1IDTRev,2019-nCoV_N1 reverse primer (IDT),2019-nCoV_N1 reverse primer (IDT),NA,2.2.0,2.2.0,added in V2.2.0,
engcdcCovN2IDTFor,eng,cdcCovN2IDTFor,2019-nCoV_N2 forward primer (IDT),2019-nCoV_N2 forward primer (IDT),NA,2.2.0,2.2.0,added in V2.2.0,
engcdcCovN2IDTProbe,eng,cdcCovN2IDTProbe,2019-nCoV_N2 probe (IDT),2019-nCoV_N2 probe (IDT),NA,2.2.0,2.2.0,added in V2.2.0,
engcdcCovN2IDTRev,eng,cdcCovN2IDTRev,2019-nCoV_N2 reverse primer (IDT),2019-nCoV_N2 reverse primer (IDT),NA,2.2.0,2.2.0,added in V2.2.0,
engcdcCovN3IDTFor,eng,cdcCovN3IDTFor,2019-nCoV_N3 forward primer (IDT),2019-nCoV_N3 forward primer (IDT),NA,2.2.0,2.2.0,added in V2.2.0,
engcdcCovN3IDTProbe,eng,cdcCovN3IDTProbe,2019-nCoV_N3 probe (IDT),2019-nCoV_N3 probe (IDT),NA,2.2.0,2.2.0,added in V2.2.0,
engcdcCovN3IDTRev,eng,cdcCovN3IDTRev,2019-nCoV_N3 reverse primer (IDT),2019-nCoV_N3 reverse primer (IDT),NA,2.2.0,2.2.0,added in V2.2.0,
engcDiff,eng,cDiff,Clostridium difficile,Clostridium difficile,NA,2.2.0,2.2.0,added in V2.2.0,
engcDip,eng,cDip,Corynebacterium diphtheriae,Corynebacterium diphtheriae,NA,2.2.0,2.2.0,added in V2.2.0,
engcecill21,eng,cecill21,CeCILL Free Software License Agreement v2.1,The licensing for the measure or data set is managed under the CeCILL Free Software License Agreement v2.1.,NA,2.2.0,2.2.0,added in V2.2.0,
engcel,eng,cel,Degrees Celcius,Degrees Celsius.,NA,1.1.0,2.0.0,description wording.,
engcent,eng,cent,Centrifugation,Describes solid separation from a wastewater sample via centrifugation. Likely connected to other method steps prior to analysis.,NA,2.0.0,2.0.0,added in V2.0.0,
engcentriconUf,eng,centriconUf,Centricon ultrafiltration,Centricon ultrafiltration.,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
engcentSpeed,eng,centSpeed,Centrifugation speed,Centrifugation speed,NA,2.2.0,2.2.0,added in V2.2.0,
engceres,eng,ceres,Ceres nanotrap,Ceres nanotrap.,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
engcesspit,eng,cesspit,Cesspit,"Cesspit, cesspool and soak pit in some contexts are terms with various meanings: they are used to describe either an underground holding tank (sealed at the bottom) or a soak pit (not sealed at the bottom). A cesspit can be used for the temporary collection and storage of feces, excreta, or fecal sludge as part of an on-site sanitation system and has some similarities with septic tanks or with soak pits. ",NA,2.2.3,2.2.3,added in v2.2.3,
engcfu,eng,cfu,Colony Forming Units,Colony forming units,NA,3.0.0,3.0.0,added in V3.0.0,
engcfu100,eng,cfu100,CFU per 100 ml,Colony forming units per 100 ml of filtered sample.,NA,1.1.0,2.0.0,description wording.,
engcfugTS,eng,cfugTS,Colony forming units per grams total solids,colony forming units per grams total solids (CFU/gTS),NA,3.0.0,3.0.0,added in V3.0.0,
engcfumL,eng,cfumL,Colony forming units per milliliter,colony forming units per milliliter (CFU/mL),NA,3.0.0,3.0.0,added in V3.0.0,
engchanges,eng,changes,Changes column,A column for recording the changes from a previous version.,Use this column as a short-hand change log for dictionary development.,2.0.0,2.0.0,added in V2.0.0,
engcharLength,eng,charLength,character length,The number of characters used for the wide names.,NA,2.2.0,2.2.0,added in V2.2.0,
engche,eng,che,Chemical,A chemical compound.,NA,2.0.0,2.0.0,added in V2.0.0,
engchemVir,eng,chemVir,Chemagic viral dna/rna 300 kit,Nucleic acid extraction performed using the chemagic viral dna/rna 300 kit.,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
engchikungunyaGrp,eng,chikungunyaGrp,Chikungunya Group,A group of measures/methods related to chikungunya virus.,Used to describe the organism information for general measures.,2.2.0,2.2.0,added in V2.2.0,
engchikv,eng,chikv,Chikungunya virus (CHIKV),Chikungunya virus (CHIKV),NA,2.2.0,2.2.0,added in V2.2.0,
engchild,eng,child,Child relationship,Indicated that this is a sample generated from (an)other sample(s) either because of pooling or sub-sampling.,NA,1.0.0,2.0.0,changed to a relationshipID value.,
engchlamydia,eng,chlamydia,Chlamydia,Chlamydia,NA,2.2.0,2.2.0,added in V2.2.0,
engchlamydiaGrp,eng,chlamydiaGrp,Chlamydia Group,A group of measures/methods related to chlamydia bacteria.,Used to describe the organism information for general measures.,2.2.0,2.2.0,added in V2.2.0,
engcity,eng,city,City,The city where a site or organization is located; part of the address.,NA,1.0.0,2.0.0,"description wording, structure",
engcJejuni,eng,cJejuni,Campylobacter jejuni bacteria,Campylobacter jejuni gene target/measurement,NA,2.1.0,2.1.0,added in V2.1.0,
engcK,eng,cK,Composite Key,Composite key for a table.,"All report tables have a primary key - the composite key acts as a primary key, but it prouced as a combination of other fields. Each row in a report table has unique identifier recorded in the primary key/composite key. ",2.2.2,2.2.2,added in V 2.2.2,
engclari,eng,clari,Clarified sample,Clarified sample.,NA,1.0.0,2.0.0,NA,
engclass,eng,class,Class,"A unique identifier for a class, which is akin to a sub-group; it's a way of grouping parts within a given group. A group can have one or more classes to describe different parts of the class. ","Currently, class is only used for biologics. For example, SARS-CoV-2 is a group of measures with the following classes of allele, variant, mutation, sequence, and protein.",2.0.0,2.0.0,added in V2.0.0,
engclasses,eng,classes,Classes,A class is a collection of one or more related measures or methods within a group. A group can have one more more classes to describe different parts or the class. ,NA,2.0.0,2.0.0,added in V2.0.0,
engclostridiumGrp,eng,clostridiumGrp,Clostridium Group,A group of measures/methods related to clostridium bacteria.,Used to describe the organism information for general measures.,2.2.0,2.2.0,added in V2.2.0,
engcloudy,eng,cloudy,Cloudy,"Qualitative category for the weather measure, specifying an overcast day with no rain.",NA,2.0.0,2.0.0,added in V2.0; github issue #124 and #204,
engcm,eng,cm,Centimetres,Unit part for the SI unit of centimetres.,NA,2.0.0,2.0.0,added in V2.0.0,
engco,eng,co,Contact table Shorthand,The abbreviated short name used to reference the The table that contains information about a contact; a person who is the contact of a site or laboratory.,table,2.2.2,2.2.2,added in V 2.2.2,
engco2,eng,co2,Carbon Dioxide ,A measure of an amount or concentraion of carbon dioxide.,NA,2.0.0,2.0.0,added in V2.0; github issue #202,
engcod,eng,cod,Chemical Oxygen Demand,Chemical oxygen demand.,NA,1.0.0,2.0.0,"description wording, structure",
engcol2Frdg,eng,col2Frdg,Time from collection to storage,The amount of time between sample collection and the samples placement in stable storage/refrigeration.,NA,2.2.0,2.2.0,added in V2.2.0,
engcolAMRGrp,eng,colAMRGrp,Colistin Anti-microbial resistance group,The group for measures and methods pertaining to colistin-related anti-microbial resistance.,NA,2.1.0,2.1.0,added in V2.1.0,
engcolGrp,eng,colGrp,Collection group,A group of measurement-like attributes related to sample collection.,NA,2.0.0,2.0.0,added in V2.0.0,
engcolis,eng,colis,Colistin resistance,Colistin-resistant bacteria.,NA,2.1.0,2.1.0,added in V2.1.0,
engcollDT,eng,collDT,Collection date time,"For grab samples this is the date, time and timezone the sample was taken.",NA,1.0.0,2.0.0,Update in line with Github Issue #211,
engcollDTEnd,eng,collDTEnd,Collection date time end,"For integrated time average samples this is the date, time and timezone the sample was finished being taken.",NA,1.0.0,2.0.0,Update in line with Github Issue #211,
engcollDTStart,eng,collDTStart,Collection date time start,"For integrated time averaged samples this is the date, time and timezone the sample was started being taken.",NA,1.0.0,2.0.0,Update in line with Github Issue #211,
engcollectSet,eng,collectSet,Sample collection set,Methods for collection samples. ,"Sample collection methods include water, air, and surface. See the attribute `Compartment set` of the sample collection method.",2.0.0,2.0.0,added in V2.0.0,
engcollNum,eng,collNum,Collection number,"The number of subsamples that were combined to create the sample. Use NA for continuous, proportional or passive sampling.",NA,2.0.0,2.0.0,added in V2.0.0,
engcollNumPer,eng,collNumPer,Collection period and number ,Composite collection number.period.,"This a composite measure that combines `collection period` (collPer) and `collection number` (collNum). Collection number and period can be used to reduce the number of table headings during data collection. In data storage, `collNum` and `collPeriod` should be transformed to `collPer` and `collNum`. For Grab sample, Surface swab, or Area proportional sample just enter 1

In case of Composite, Flow-proportional collection, the number of subsamples followed by a dot, followed by the period of the sampling, in hours.
For example, for 4 composite subsamples covering a 8 hours period, the entry would be 4.2
For time-proportional 24 subsamples collected every hour, the entry would be 24.1
For volume-proportional, the entry for 24 subsamples collected over 24 hours should be 24.24, in this case the period part of the entry should be understood as the total collection time instead of the periodicity of the collection.

For a COSCA ball or Moore swab collecting for 24 hours, the entry would be 1.24",2.0.0,3.0.0,"Depreciated as it really belongs in the widenames table, not parts.",
engcollPer,eng,collPer,Collection period,"Collection period. The time period over which the sample was collected, in hours. Alternatively, use collectionStart and collectionEnd.","Examples: 1 hour, 6 hours, 24 hours",2.0.0,2.0.0,added in V2.0.0,
engcollType,eng,collType,Sample collection type,The type of collection. ,NA,1.0.0,2.0.0,description wording,
engcolocated,eng,colocated,Co-located relationship,"Second or multiples samples collected  at or near (one-half to three feet away) from the same selected sample location to determine local variability of a given analyte. Analytical results from co-located samples can be used to assess site variation, but only in the immediate sampling area. Samples at the same location but using different media (i.e. water and air samples, soil and sediment samples) are also classified as co-located samples.",NA,2.0.0,2.0.0,added in V2.0; GitHub issue #94,
engcolumnNameDep,eng,columnNameDep,Column name depreciiated,Name for the column,Depreciated in ODM version 2. Look-up tables are now incoprated into parts and sets.,1.0.0,2.0.0,depreciated,
engcommFacOth,eng,commFacOth,Commercial facility - not specified,Specifies a site type which is a commercial facility/worksite that is not otherwise captured or described in the geotype set.,NA,2.2.0,2.2.0,added in V2.2.0,
engcomp,eng,comp,Composite sample - archival,"A composite sample, usually generated by an autosampler.","This is intended for use in updating and mapping archival data into the newest version of the ODM. Generally, autosamplers do time or flow-proportional sampling, and so those collection methods should be used instead. This is only for composite/autosampler samples where these additional details have not yet been specified. Use collectionPeriod to describe how many hours the sample was taken, and collectionNum to record the number of samples.",1.0.0,2.0.0,"description wording, structure",
engcomp3,eng,comp3,Composite grab sample of 3,A grab-composite sample composed of 3 separate grab samples.,NA,1.0.0,2.0.0,Use grab with collection number (collectNum) = 3,
engcomp3dep,eng,comp3dep,Composite grab sample of 3 depreciate,A grab-composite sample composed of 3 separate grab samples.,"Deprecated in version 2, please do not use.",1.0.0,2.0.0,"depreciated, ""default"" entries are no longer in use.",
engcomp3h,eng,comp3h,Composite 3hr grab sample,"A 3-hour composite with 3 grab samples each taken once per hour, generally manually performed.",NA,1.0.0,2.0.0,Use grab with collection period (collectPer) = 3,
engcomp3hdep,eng,comp3hdep,Composite 3hr grab sample depreciate,"A 3-hour composite with 3 grab samples each taken once per hour, generally manually performed.","Deprecated in version 2, please do not use.",1.0.0,2.0.0,"depreciated, ""default"" entries are no longer in use.",
engcomp8h,eng,comp8h,Composite 8hr grab sample depreciated,"An 8-hour composite with 8 grab samples each taken once per hour, generally manually performed.","Deprecated in version 2, please do not use.",1.0.0,2.0.0,"depreciated, ""default"" entries are no longer in use.",
engcomp8hDep,eng,comp8hDep,Composite 8hr grab sample deprecated,"A 8-hour composite with 8 grab samples each taken once per hour, generally manually performed.",NA,1.0.0,2.0.0,Use grab with collection period (collectPer) = 8,
engcompartment,eng,compartment,Compartment,"The attribute identifying the substance from which where a sample was taken. For more information, see partID = compartment.",NA,2.0.0,2.0.0,added in V2.0.0,
engcompartmentInput,eng,compartmentInput,Compartment input (wide table),The partID for the compartment being used in a wide name.,NA,2.2.0,2.2.0,added in V2.2.0,
engcompartmentName,eng,compartmentName,Compartment name (wide table),The compartment referenced for the wide name.,NA,2.2.0,2.2.0,added in V2.2.0,
engcompartments,eng,compartments,Compartments,The substance from which a sample was taken.,"For example, wastewater has component of ""water"". Compartments are attributes of measures, methods, units, and aggregations.",2.0.0,2.0.0,added in V2.0.0,
engcompartmentSet,eng,compartmentSet,Compartment Set Header,An idenfication of a set of compartments that can be applied for a measure or method.,NA,2.2.2,2.2.2,added in 2.2.2,
engcompartmentSets,eng,compartmentSets,Compartment sets,Sets of compartments. ,"Compartment sets are used to identify when a measure can be recorded for more than one compartment. For example, SARS-CoV-2 can be measured in people (humans), water, surface, or air.",2.0.0,2.0.0,added in V2.0.0,
engcompToi,eng,compToi,Composting toilet,"A self-contained toilet system wherein human waste is designed to be composted. Usually with the addition of secondary materials, like sawdust.",NA,2.2.3,2.2.3,added in v2.2.3,
engconc,eng,conc,Concentration measure,Measurement of concentration (generalized) - designed for describing protocols.,NA,2.2.0,2.2.0,added in V2.2.0,
engconcurrent,eng,concurrent,Is concurrent to,Specifies that the object step or protocol occurs at the same time as the subject step or protocol in the overall protocol container.,Use only for protocolRelationships table relationshipID.,2.0.0,2.0.0,added in V2.0.0,
